"tree1","tree2","pearson_r","Site.x","Species.x","Region","hilo","hegyi","DBH","Site.y","Species.y","Distance"
"11pl3_1","12pl1_3",0.21184099659392,"bm","PL","San Jac","high",0.730393583542967,121.5,"sp","PL",NA
"11pl3_3","12pl1_3",0.470437991820191,"bm","PL","San Jac","high",1.08850775894302,59.9,"sp","PL",NA
"12pl2_1","12pl1_4",0.738129422697282,"sp","PL","San Jac","low",9.64080054048327,8.9,"sp","PL",NA
"12pl2_2","12pl1_4",0.628841547297011,"sp","PL","San Jac","low",2.12629680672301,51.5,"sp","PL",NA
"12pl2_3","12pl1_4",0.0245660429851525,"sp","PL","San Jac","low",3.1544186902495,37.8,"sp","PL",NA
"12pl3_1","12pl1_4",0.63174796301543,"sp","PL","San Jac","low",5.92782872243352,21.8,"sp","PL",NA
"12pl3_2","12pl1_4",0.498452755033111,"sp","PL","San Jac","low",5.65341412625897,19.5,"sp","PL",NA
"12pl3_3","12pl1_4",0.781061684545957,"sp","PL","San Jac","low",4.79883417382666,19.4,"sp","PL",NA
"12pl3_4","12pl1_4",0.818764751024788,"sp","PL","San Jac","low",27.9811138938237,5,"sp","PL",15.414223006688
"12pl3_5","12pl1_4",0.798612752807216,"sp","PL","San Jac","low",18.7922583441182,12.5,"sp","PL",14.7849027491748
"12pp1_1","12pl1_4",0.0845440590000502,"sp","PP","San Jac","low",0.289085701281922,108.6,"sp","PL",NA
"12pp1_2","12pl1_4",0.550315046377231,"sp","PP","San Jac","low",0.768903323049249,50.5,"sp","PL",NA
"12pp1_3","12pl1_4",0.543911629194033,"sp","PP","San Jac","low",0.53794021973759,70.6,"sp","PL",NA
"12pp1_10","12pl1_4",0.666378147050392,"sp","PP","San Jac","low",0.501118565570682,87.8,"sp","PL",1.11188685904793
"12pp2_1","12pl1_4",0.429342215099176,"sp","PP","San Jac","low",0.518852672312602,95.2,"sp","PL",NA
"12pp2_2","12pl1_4",0.588739133108206,"sp","PP","San Jac","low",2.13319391958153,47.1,"sp","PL",NA
"12pp2_7","12pl1_4",0.00600944103962397,"sp","PP","San Jac","low",2.92665675508082,26.3,"sp","PL",NA
"12pp2_8","12pl1_4",0.397649812079152,"sp","PP","San Jac","low",1.71389576535412,66.2,"sp","PL",NA
"12pp2_21","12pl1_4",-0.218696415146743,"sp","PP","San Jac","low",8.04775691561676,19.1,"sp","PL",NA
"12pp3_1","12pl1_4",0.457483279533812,"sp","PP","San Jac","low",1.64007321906686,109.5,"sp","PL",NA
"12pp3_2","12pl1_4",-0.0987425636430652,"sp","PP","San Jac","low",3.22367336521135,23.9,"sp","PL",16.4190801158487
"12pp3_3","12pl1_4",0.418410715707677,"sp","PP","San Jac","low",0.92587860465205,92.6,"sp","PL",14.249993401953
"11ac1_1","12pl1_4",0.586736347083948,"bm","AC","San Jac","high",1.59037218040108,19.4,"sp","PL",NA
"11ac1_2","12pl1_4",0.411995162962387,"bm","AC","San Jac","high",1.26063416682481,45.4,"sp","PL",NA
"11ac1_3","12pl1_4",0.259635092482087,"bm","AC","San Jac","high",0.443777249871466,29.5,"sp","PL",NA
"11ac1_4","12pl1_4",0.479025442681434,"bm","AC","San Jac","high",4.85559395831027,30.4,"sp","PL",NA
"11ac2_1","12pl1_4",0.371315096254055,"bm","AC","San Jac","high",0.649809686942996,74.9,"sp","PL",NA
"11ac2_3","12pl1_4",0.0872335903475458,"bm","AC","San Jac","high",2.45386438735576,17.8,"sp","PL",NA
"11ac2_10","12pl1_4",0.709984947119665,"bm","AC","San Jac","high",10.6127508627825,8.1,"sp","PL",NA
"11ac2_11","12pl1_4",0.746111222966579,"bm","AC","San Jac","high",5.61077341833843,11.6,"sp","PL",NA
"11ac3_1","12pl1_4",0.618055814550063,"bm","AC","San Jac","high",7.74112576617428,17.2,"sp","PL",NA
"11ac3_2","12pl1_4",0.692883744507275,"bm","AC","San Jac","high",6.84795551749793,19.8,"sp","PL",NA
"11ac3_4","12pl1_4",0.634453404143359,"bm","AC","San Jac","high",1.37772002749022,47.4,"sp","PL",NA
"11pj1_1","12pl1_4",0.581385109759116,"bm","PJ","San Jac","high",0.649163158956901,61.4,"sp","PL",NA
"11pj1_2","12pl1_4",0.448671646130975,"bm","PJ","San Jac","high",4.64815607799221,26.1,"sp","PL",NA
"11pj1_3","12pl1_4",0.671511494614643,"bm","PJ","San Jac","high",4.65285375273123,26.6,"sp","PL",NA
"11pj1_4","12pl1_4",0.574259005851022,"bm","PJ","San Jac","high",1.5026015111091,59.8,"sp","PL",NA
"11pj2_1","12pl1_4",0.425907187095336,"bm","PJ","San Jac","high",1.04125139693896,54.1,"sp","PL",NA
"11pj2_2","12pl1_4",0.175617442997749,"bm","PJ","San Jac","high",2.31896967397162,39.8,"sp","PL",NA
"11pj2_15","12pl1_4",0.610554590346954,"bm","PJ","San Jac","high",1.55851689324013,27.9,"sp","PL",NA
"11pj2_16","12pl1_4",0.557660163272276,"bm","PJ","San Jac","high",2.63221710577576,19.5,"sp","PL",NA
"11pj3_1","12pl1_4",0.498822169530676,"bm","PJ","San Jac","high",4.25635467038994,29,"sp","PL",NA
"11pj3_2","12pl1_4",0.574093543678199,"bm","PJ","San Jac","high",1.42662683849022,77.1,"sp","PL",NA
"11pj3_3","12pl1_4",0.845269048974765,"bm","PJ","San Jac","high",8.97625488176715,11,"sp","PL",NA
"11pj3_4","12pl1_4",0.0378873361763031,"bm","PJ","San Jac","high",1.21605391754946,83,"sp","PL",NA
"11pj3_5","12pl1_4",0.420043721855161,"bm","PJ","San Jac","high",5.66750472049122,23.9,"sp","PL",NA
"11pl1_1","12pl1_4",0.460845835524419,"bm","PL","San Jac","high",1.22681202823371,46.2,"sp","PL",NA
"11pl1_2","12pl1_4",0.530953796560201,"bm","PL","San Jac","high",0.466944495881119,98,"sp","PL",NA
"11pl1_4","12pl1_4",0.762331674249484,"bm","PL","San Jac","high",2.63930679652026,36,"sp","PL",NA
"11pl1_24","12pl1_4",0.489998938185513,"bm","PL","San Jac","high",2.88855904086101,23.7,"sp","PL",NA
"11pl2_1","12pl1_4",0.615478269396156,"bm","PL","San Jac","high",0.784702612859565,85.3,"sp","PL",NA
"11pl2_2","12pl1_4",0.546707620741008,"bm","PL","San Jac","high",1.76398371968422,37.9,"sp","PL",NA
"11pl3_1","12pl1_4",0.33527140165792,"bm","PL","San Jac","high",0.730393583542967,121.5,"sp","PL",NA
"11pl3_3","12pl1_4",0.415066738442135,"bm","PL","San Jac","high",1.08850775894302,59.9,"sp","PL",NA
"12pl2_2","12pl2_1",0.591529451598797,"sp","PL","San Jac","low",2.12629680672301,51.5,"sp","PL",9.41454044860847
"12pl2_3","12pl2_1",-0.126217797705385,"sp","PL","San Jac","low",3.1544186902495,37.8,"sp","PL",13.3569535823351
"12pl3_1","12pl2_1",0.363149485053244,"sp","PL","San Jac","low",5.92782872243352,21.8,"sp","PL",NA
"12pl3_2","12pl2_1",0.38146890044219,"sp","PL","San Jac","low",5.65341412625897,19.5,"sp","PL",NA
"12pl3_3","12pl2_1",0.584178450189159,"sp","PL","San Jac","low",4.79883417382666,19.4,"sp","PL",NA
"12pl3_4","12pl2_1",0.794808864776733,"sp","PL","San Jac","low",27.9811138938237,5,"sp","PL",NA
"12pl3_5","12pl2_1",0.606244301066089,"sp","PL","San Jac","low",18.7922583441182,12.5,"sp","PL",NA
"12pp1_1","12pl2_1",-0.217592976657158,"sp","PP","San Jac","low",0.289085701281922,108.6,"sp","PL",NA
"12pp1_2","12pl2_1",0.395645283785337,"sp","PP","San Jac","low",0.768903323049249,50.5,"sp","PL",NA
"12pp1_3","12pl2_1",0.241890015704476,"sp","PP","San Jac","low",0.53794021973759,70.6,"sp","PL",NA
"12pp1_10","12pl2_1",0.407427855071442,"sp","PP","San Jac","low",0.501118565570682,87.8,"sp","PL",NA
"12pp2_1","12pl2_1",0.0723389014718458,"sp","PP","San Jac","low",0.518852672312602,95.2,"sp","PL",8.58882752958718
"12pp2_2","12pl2_1",0.703898119943508,"sp","PP","San Jac","low",2.13319391958153,47.1,"sp","PL",13.5447281578533
"12pp2_7","12pl2_1",0.169642115544663,"sp","PP","San Jac","low",2.92665675508082,26.3,"sp","PL",NA
"12pp2_8","12pl2_1",0.254015920814105,"sp","PP","San Jac","low",1.71389576535412,66.2,"sp","PL",16.7392148650133
"12pp2_21","12pl2_1",-0.20340316420848,"sp","PP","San Jac","low",8.04775691561676,19.1,"sp","PL",13.4883725906581
"12pp3_1","12pl2_1",0.156378961731255,"sp","PP","San Jac","low",1.64007321906686,109.5,"sp","PL",NA
"12pp3_2","12pl2_1",-0.166857151825095,"sp","PP","San Jac","low",3.22367336521135,23.9,"sp","PL",NA
"12pp3_3","12pl2_1",0.329640665592985,"sp","PP","San Jac","low",0.92587860465205,92.6,"sp","PL",NA
"11ac1_1","12pl2_1",0.346996385495492,"bm","AC","San Jac","high",1.59037218040108,19.4,"sp","PL",NA
"11ac1_2","12pl2_1",0.162989992229239,"bm","AC","San Jac","high",1.26063416682481,45.4,"sp","PL",NA
"11ac1_3","12pl2_1",0.0977190799367882,"bm","AC","San Jac","high",0.443777249871466,29.5,"sp","PL",NA
"11ac1_4","12pl2_1",0.358412442040942,"bm","AC","San Jac","high",4.85559395831027,30.4,"sp","PL",NA
"11ac2_1","12pl2_1",0.200512476103402,"bm","AC","San Jac","high",0.649809686942996,74.9,"sp","PL",NA
"11ac2_3","12pl2_1",-0.105314593178093,"bm","AC","San Jac","high",2.45386438735576,17.8,"sp","PL",NA
"11ac2_10","12pl2_1",0.798659627319488,"bm","AC","San Jac","high",10.6127508627825,8.1,"sp","PL",NA
"11ac2_11","12pl2_1",0.728294658635088,"bm","AC","San Jac","high",5.61077341833843,11.6,"sp","PL",NA
"11ac3_1","12pl2_1",0.459102201981021,"bm","AC","San Jac","high",7.74112576617428,17.2,"sp","PL",NA
"11ac3_2","12pl2_1",0.631721681255438,"bm","AC","San Jac","high",6.84795551749793,19.8,"sp","PL",NA
"11ac3_4","12pl2_1",0.557713299499066,"bm","AC","San Jac","high",1.37772002749022,47.4,"sp","PL",NA
"11pj1_1","12pl2_1",0.614534193968685,"bm","PJ","San Jac","high",0.649163158956901,61.4,"sp","PL",NA
"11pj1_2","12pl2_1",0.47388014194948,"bm","PJ","San Jac","high",4.64815607799221,26.1,"sp","PL",NA
"11pj1_3","12pl2_1",0.669407076767299,"bm","PJ","San Jac","high",4.65285375273123,26.6,"sp","PL",NA
"11pj1_4","12pl2_1",0.355082283745475,"bm","PJ","San Jac","high",1.5026015111091,59.8,"sp","PL",NA
"11pj2_1","12pl2_1",0.141757735909667,"bm","PJ","San Jac","high",1.04125139693896,54.1,"sp","PL",NA
"11pj2_2","12pl2_1",0.145897242145437,"bm","PJ","San Jac","high",2.31896967397162,39.8,"sp","PL",NA
"11pj2_15","12pl2_1",0.563132373841541,"bm","PJ","San Jac","high",1.55851689324013,27.9,"sp","PL",NA
"11pj2_16","12pl2_1",0.518953864271457,"bm","PJ","San Jac","high",2.63221710577576,19.5,"sp","PL",NA
"11pj3_1","12pl2_1",0.432624374101908,"bm","PJ","San Jac","high",4.25635467038994,29,"sp","PL",NA
"11pj3_2","12pl2_1",0.577084364666464,"bm","PJ","San Jac","high",1.42662683849022,77.1,"sp","PL",NA
"11pj3_3","12pl2_1",0.526894849629697,"bm","PJ","San Jac","high",8.97625488176715,11,"sp","PL",NA
"11pj3_4","12pl2_1",0.150586973560674,"bm","PJ","San Jac","high",1.21605391754946,83,"sp","PL",NA
"11pj3_5","12pl2_1",0.427360334810609,"bm","PJ","San Jac","high",5.66750472049122,23.9,"sp","PL",NA
"11pl1_1","12pl2_1",0.615882546509391,"bm","PL","San Jac","high",1.22681202823371,46.2,"sp","PL",NA
"11pl1_2","12pl2_1",0.508098618001516,"bm","PL","San Jac","high",0.466944495881119,98,"sp","PL",NA
"11pl1_4","12pl2_1",0.684095912576171,"bm","PL","San Jac","high",2.63930679652026,36,"sp","PL",NA
"11pl1_24","12pl2_1",0.391998351885323,"bm","PL","San Jac","high",2.88855904086101,23.7,"sp","PL",NA
"11pl2_1","12pl2_1",0.690088313436757,"bm","PL","San Jac","high",0.784702612859565,85.3,"sp","PL",NA
"11pl2_2","12pl2_1",0.53410702405598,"bm","PL","San Jac","high",1.76398371968422,37.9,"sp","PL",NA
"11pl3_1","12pl2_1",0.407135096130068,"bm","PL","San Jac","high",0.730393583542967,121.5,"sp","PL",NA
"11pl3_3","12pl2_1",0.57990216865279,"bm","PL","San Jac","high",1.08850775894302,59.9,"sp","PL",NA
"12pl2_3","12pl2_2",0.150616357423926,"sp","PL","San Jac","low",3.1544186902495,37.8,"sp","PL",7.93327190659172
"12pl3_1","12pl2_2",0.819382642835758,"sp","PL","San Jac","low",5.92782872243352,21.8,"sp","PL",NA
"12pl3_2","12pl2_2",0.730225501573001,"sp","PL","San Jac","low",5.65341412625897,19.5,"sp","PL",NA
"12pl3_3","12pl2_2",0.890575999097519,"sp","PL","San Jac","low",4.79883417382666,19.4,"sp","PL",NA
"12pl3_4","12pl2_2",0.783368400094953,"sp","PL","San Jac","low",27.9811138938237,5,"sp","PL",NA
"12pl3_5","12pl2_2",0.764081534331991,"sp","PL","San Jac","low",18.7922583441182,12.5,"sp","PL",NA
"12pp1_1","12pl2_2",0.276444782188309,"sp","PP","San Jac","low",0.289085701281922,108.6,"sp","PL",NA
"12pp1_2","12pl2_2",0.863489947683837,"sp","PP","San Jac","low",0.768903323049249,50.5,"sp","PL",NA
"12pp1_3","12pl2_2",0.749506011339011,"sp","PP","San Jac","low",0.53794021973759,70.6,"sp","PL",NA
"12pp1_10","12pl2_2",0.694506311080448,"sp","PP","San Jac","low",0.501118565570682,87.8,"sp","PL",NA
"12pp2_1","12pl2_2",0.621600121292528,"sp","PP","San Jac","low",0.518852672312602,95.2,"sp","PL",14.1885648120932
"12pp2_2","12pl2_2",0.771136008035304,"sp","PP","San Jac","low",2.13319391958153,47.1,"sp","PL",4.75557588593383
"12pp2_7","12pl2_2",0.215883844249534,"sp","PP","San Jac","low",2.92665675508082,26.3,"sp","PL",12.490690563444
"12pp2_8","12pl2_2",0.587580365882212,"sp","PP","San Jac","low",1.71389576535412,66.2,"sp","PL",8.02387018052072
"12pp2_21","12pl2_2",-0.0765429473514847,"sp","PP","San Jac","low",8.04775691561676,19.1,"sp","PL",8.38976058451563
"12pp3_1","12pl2_2",0.541246955718824,"sp","PP","San Jac","low",1.64007321906686,109.5,"sp","PL",NA
"12pp3_2","12pl2_2",-0.00287477104565172,"sp","PP","San Jac","low",3.22367336521135,23.9,"sp","PL",NA
"12pp3_3","12pl2_2",0.715305999879287,"sp","PP","San Jac","low",0.92587860465205,92.6,"sp","PL",NA
"11ac1_1","12pl2_2",0.682491064238658,"bm","AC","San Jac","high",1.59037218040108,19.4,"sp","PL",NA
"11ac1_2","12pl2_2",0.667074133800464,"bm","AC","San Jac","high",1.26063416682481,45.4,"sp","PL",NA
"11ac1_3","12pl2_2",0.515425893049003,"bm","AC","San Jac","high",0.443777249871466,29.5,"sp","PL",NA
"11ac1_4","12pl2_2",0.694970189756943,"bm","AC","San Jac","high",4.85559395831027,30.4,"sp","PL",NA
"11ac2_1","12pl2_2",0.524280556655813,"bm","AC","San Jac","high",0.649809686942996,74.9,"sp","PL",NA
"11ac2_3","12pl2_2",0.423472384179872,"bm","AC","San Jac","high",2.45386438735576,17.8,"sp","PL",NA
"11ac2_10","12pl2_2",0.645241008610955,"bm","AC","San Jac","high",10.6127508627825,8.1,"sp","PL",NA
"11ac2_11","12pl2_2",0.571547260090218,"bm","AC","San Jac","high",5.61077341833843,11.6,"sp","PL",NA
"11ac3_1","12pl2_2",0.775403506051896,"bm","AC","San Jac","high",7.74112576617428,17.2,"sp","PL",NA
"11ac3_2","12pl2_2",0.768294912005219,"bm","AC","San Jac","high",6.84795551749793,19.8,"sp","PL",NA
"11ac3_4","12pl2_2",0.735938542300969,"bm","AC","San Jac","high",1.37772002749022,47.4,"sp","PL",NA
"11pj1_1","12pl2_2",0.434749520509233,"bm","PJ","San Jac","high",0.649163158956901,61.4,"sp","PL",NA
"11pj1_2","12pl2_2",0.309620794109632,"bm","PJ","San Jac","high",4.64815607799221,26.1,"sp","PL",NA
"11pj1_3","12pl2_2",0.591554306996364,"bm","PJ","San Jac","high",4.65285375273123,26.6,"sp","PL",NA
"11pj1_4","12pl2_2",0.561535092399445,"bm","PJ","San Jac","high",1.5026015111091,59.8,"sp","PL",NA
"11pj2_1","12pl2_2",0.588766085339301,"bm","PJ","San Jac","high",1.04125139693896,54.1,"sp","PL",NA
"11pj2_2","12pl2_2",0.606872820247898,"bm","PJ","San Jac","high",2.31896967397162,39.8,"sp","PL",NA
"11pj2_15","12pl2_2",0.69744580605923,"bm","PJ","San Jac","high",1.55851689324013,27.9,"sp","PL",NA
"11pj2_16","12pl2_2",0.427951428622981,"bm","PJ","San Jac","high",2.63221710577576,19.5,"sp","PL",NA
"11pj3_1","12pl2_2",0.648264026536834,"bm","PJ","San Jac","high",4.25635467038994,29,"sp","PL",NA
"11pj3_2","12pl2_2",0.829366995868747,"bm","PJ","San Jac","high",1.42662683849022,77.1,"sp","PL",NA
"11pj3_3","12pl2_2",0.397619593651986,"bm","PJ","San Jac","high",8.97625488176715,11,"sp","PL",NA
"11pj3_4","12pl2_2",-0.192846320825595,"bm","PJ","San Jac","high",1.21605391754946,83,"sp","PL",NA
"11pj3_5","12pl2_2",0.404952781197042,"bm","PJ","San Jac","high",5.66750472049122,23.9,"sp","PL",NA
"11pl1_1","12pl2_2",0.636568995091721,"bm","PL","San Jac","high",1.22681202823371,46.2,"sp","PL",NA
"11pl1_2","12pl2_2",0.635208819574959,"bm","PL","San Jac","high",0.466944495881119,98,"sp","PL",NA
"11pl1_4","12pl2_2",0.615251138507297,"bm","PL","San Jac","high",2.63930679652026,36,"sp","PL",NA
"11pl1_24","12pl2_2",0.187606973995203,"bm","PL","San Jac","high",2.88855904086101,23.7,"sp","PL",NA
"11pl2_1","12pl2_2",0.620197217612231,"bm","PL","San Jac","high",0.784702612859565,85.3,"sp","PL",NA
"11pl2_2","12pl2_2",0.713167382070086,"bm","PL","San Jac","high",1.76398371968422,37.9,"sp","PL",NA
"11pl3_1","12pl2_2",0.653879169030394,"bm","PL","San Jac","high",0.730393583542967,121.5,"sp","PL",NA
"11pl3_3","12pl2_2",0.77920696695911,"bm","PL","San Jac","high",1.08850775894302,59.9,"sp","PL",NA
"12pl3_1","12pl2_3",0.414413563908093,"sp","PL","San Jac","low",5.92782872243352,21.8,"sp","PL",NA
"12pl3_2","12pl2_3",0.278262663198875,"sp","PL","San Jac","low",5.65341412625897,19.5,"sp","PL",NA
"12pl3_3","12pl2_3",0.100743117595083,"sp","PL","San Jac","low",4.79883417382666,19.4,"sp","PL",NA
"12pl3_4","12pl2_3",0.039222799021525,"sp","PL","San Jac","low",27.9811138938237,5,"sp","PL",NA
"12pl3_5","12pl2_3",0.189954212503411,"sp","PL","San Jac","low",18.7922583441182,12.5,"sp","PL",NA
"12pp1_1","12pl2_3",0.550675858772556,"sp","PP","San Jac","low",0.289085701281922,108.6,"sp","PL",NA
"12pp1_2","12pl2_3",0.329185869747963,"sp","PP","San Jac","low",0.768903323049249,50.5,"sp","PL",NA
"12pp1_3","12pl2_3",0.383909412832193,"sp","PP","San Jac","low",0.53794021973759,70.6,"sp","PL",NA
"12pp1_10","12pl2_3",0.396847788193589,"sp","PP","San Jac","low",0.501118565570682,87.8,"sp","PL",NA
"12pp2_1","12pl2_3",0.450153515032232,"sp","PP","San Jac","low",0.518852672312602,95.2,"sp","PL",NA
"12pp2_2","12pl2_3",-0.179645717684112,"sp","PP","San Jac","low",2.13319391958153,47.1,"sp","PL",5.54325699210123
"12pp2_7","12pl2_3",0.0399288844132045,"sp","PP","San Jac","low",2.92665675508082,26.3,"sp","PL",17.6729527859893
"12pp2_8","12pl2_3",-0.227586740304373,"sp","PP","San Jac","low",1.71389576535412,66.2,"sp","PL",13.2537193772835
"12pp2_21","12pl2_3",0.353926623942829,"sp","PP","San Jac","low",8.04775691561676,19.1,"sp","PL",0.538770010710734
"12pp3_1","12pl2_3",0.241358656567488,"sp","PP","San Jac","low",1.64007321906686,109.5,"sp","PL",NA
"12pp3_2","12pl2_3",0.098734298784888,"sp","PP","San Jac","low",3.22367336521135,23.9,"sp","PL",NA
"12pp3_3","12pl2_3",0.298995260594962,"sp","PP","San Jac","low",0.92587860465205,92.6,"sp","PL",NA
"11ac1_1","12pl2_3",0.358362710877236,"bm","AC","San Jac","high",1.59037218040108,19.4,"sp","PL",NA
"11ac1_2","12pl2_3",0.365118986501794,"bm","AC","San Jac","high",1.26063416682481,45.4,"sp","PL",NA
"11ac1_3","12pl2_3",0.568589192623757,"bm","AC","San Jac","high",0.443777249871466,29.5,"sp","PL",NA
"11ac1_4","12pl2_3",0.238993194418787,"bm","AC","San Jac","high",4.85559395831027,30.4,"sp","PL",NA
"11ac2_1","12pl2_3",0.377562514096918,"bm","AC","San Jac","high",0.649809686942996,74.9,"sp","PL",NA
"11ac2_3","12pl2_3",0.541109534682732,"bm","AC","San Jac","high",2.45386438735576,17.8,"sp","PL",NA
"11ac2_10","12pl2_3",-0.163510820242261,"bm","AC","San Jac","high",10.6127508627825,8.1,"sp","PL",NA
"11ac2_11","12pl2_3",-0.280459284393594,"bm","AC","San Jac","high",5.61077341833843,11.6,"sp","PL",NA
"11ac3_1","12pl2_3",0.0634202841320819,"bm","AC","San Jac","high",7.74112576617428,17.2,"sp","PL",NA
"11ac3_2","12pl2_3",0.085244405392891,"bm","AC","San Jac","high",6.84795551749793,19.8,"sp","PL",NA
"11ac3_4","12pl2_3",0.0564935721176171,"bm","AC","San Jac","high",1.37772002749022,47.4,"sp","PL",NA
"11pj1_1","12pl2_3",0.0794120113779357,"bm","PJ","San Jac","high",0.649163158956901,61.4,"sp","PL",NA
"11pj1_2","12pl2_3",-0.160274035084508,"bm","PJ","San Jac","high",4.64815607799221,26.1,"sp","PL",NA
"11pj1_3","12pl2_3",0.110517474209842,"bm","PJ","San Jac","high",4.65285375273123,26.6,"sp","PL",NA
"11pj1_4","12pl2_3",0.313154132081067,"bm","PJ","San Jac","high",1.5026015111091,59.8,"sp","PL",NA
"11pj2_1","12pl2_3",0.142667974889662,"bm","PJ","San Jac","high",1.04125139693896,54.1,"sp","PL",NA
"11pj2_2","12pl2_3",0.23879860747844,"bm","PJ","San Jac","high",2.31896967397162,39.8,"sp","PL",NA
"11pj2_15","12pl2_3",-0.0809591026544997,"bm","PJ","San Jac","high",1.55851689324013,27.9,"sp","PL",NA
"11pj2_16","12pl2_3",-0.175689424152779,"bm","PJ","San Jac","high",2.63221710577576,19.5,"sp","PL",NA
"11pj3_1","12pl2_3",0.191534827035995,"bm","PJ","San Jac","high",4.25635467038994,29,"sp","PL",NA
"11pj3_2","12pl2_3",0.120928413324438,"bm","PJ","San Jac","high",1.42662683849022,77.1,"sp","PL",NA
"11pj3_3","12pl2_3",0.0365878280471217,"bm","PJ","San Jac","high",8.97625488176715,11,"sp","PL",NA
"11pj3_4","12pl2_3",0.586532721615548,"bm","PJ","San Jac","high",1.21605391754946,83,"sp","PL",NA
"11pj3_5","12pl2_3",0.236609692109324,"bm","PJ","San Jac","high",5.66750472049122,23.9,"sp","PL",NA
"11pl1_1","12pl2_3",-0.0362746718177643,"bm","PL","San Jac","high",1.22681202823371,46.2,"sp","PL",NA
"11pl1_2","12pl2_3",0.0269176571637579,"bm","PL","San Jac","high",0.466944495881119,98,"sp","PL",NA
"11pl1_4","12pl2_3",0.0273862258495969,"bm","PL","San Jac","high",2.63930679652026,36,"sp","PL",NA
"11pl1_24","12pl2_3",-0.211722666975969,"bm","PL","San Jac","high",2.88855904086101,23.7,"sp","PL",NA
"11pl2_1","12pl2_3",0.135537090226926,"bm","PL","San Jac","high",0.784702612859565,85.3,"sp","PL",NA
"11pl2_2","12pl2_3",0.180282759855152,"bm","PL","San Jac","high",1.76398371968422,37.9,"sp","PL",NA
"11pl3_1","12pl2_3",-0.269745222007311,"bm","PL","San Jac","high",0.730393583542967,121.5,"sp","PL",NA
"11pl3_3","12pl2_3",0.0292909195265334,"bm","PL","San Jac","high",1.08850775894302,59.9,"sp","PL",NA
"12pl3_2","12pl3_1",0.743919711940862,"sp","PL","San Jac","low",5.65341412625897,19.5,"sp","PL",4.14278008110248
"12pl3_3","12pl3_1",0.828049251449069,"sp","PL","San Jac","low",4.79883417382666,19.4,"sp","PL",7.12620715847396
"12pl3_4","12pl3_1",0.687369112341221,"sp","PL","San Jac","low",27.9811138938237,5,"sp","PL",11.6650771285512
"12pl3_5","12pl3_1",0.80163328170275,"sp","PL","San Jac","low",18.7922583441182,12.5,"sp","PL",12.2085341183969
"12pp1_1","12pl3_1",0.515862215941042,"sp","PP","San Jac","low",0.289085701281922,108.6,"sp","PL",NA
"12pp1_2","12pl3_1",0.841548840728758,"sp","PP","San Jac","low",0.768903323049249,50.5,"sp","PL",NA
"12pp1_3","12pl3_1",0.794982338304035,"sp","PP","San Jac","low",0.53794021973759,70.6,"sp","PL",NA
"12pp1_10","12pl3_1",0.843204700264229,"sp","PP","San Jac","low",0.501118565570682,87.8,"sp","PL",NA
"12pp2_1","12pl3_1",0.775137203364003,"sp","PP","San Jac","low",0.518852672312602,95.2,"sp","PL",NA
"12pp2_2","12pl3_1",0.542231539736789,"sp","PP","San Jac","low",2.13319391958153,47.1,"sp","PL",NA
"12pp2_7","12pl3_1",0.19174867306561,"sp","PP","San Jac","low",2.92665675508082,26.3,"sp","PL",NA
"12pp2_8","12pl3_1",0.391701547418018,"sp","PP","San Jac","low",1.71389576535412,66.2,"sp","PL",NA
"12pp2_21","12pl3_1",-0.154935127523007,"sp","PP","San Jac","low",8.04775691561676,19.1,"sp","PL",NA
"12pp3_1","12pl3_1",0.595251761364361,"sp","PP","San Jac","low",1.64007321906686,109.5,"sp","PL",3.61997410467018
"12pp3_2","12pl3_1",0.132291553027264,"sp","PP","San Jac","low",3.22367336521135,23.9,"sp","PL",12.1020146959383
"12pp3_3","12pl3_1",0.671123389015355,"sp","PP","San Jac","low",0.92587860465205,92.6,"sp","PL",12.7457512343191
"11ac1_1","12pl3_1",0.702977767683521,"bm","AC","San Jac","high",1.59037218040108,19.4,"sp","PL",NA
"11ac1_2","12pl3_1",0.653438925281175,"bm","AC","San Jac","high",1.26063416682481,45.4,"sp","PL",NA
"11ac1_3","12pl3_1",0.662239791548624,"bm","AC","San Jac","high",0.443777249871466,29.5,"sp","PL",NA
"11ac1_4","12pl3_1",0.583453132247642,"bm","AC","San Jac","high",4.85559395831027,30.4,"sp","PL",NA
"11ac2_1","12pl3_1",0.555402093599246,"bm","AC","San Jac","high",0.649809686942996,74.9,"sp","PL",NA
"11ac2_3","12pl3_1",0.584362473219431,"bm","AC","San Jac","high",2.45386438735576,17.8,"sp","PL",NA
"11ac2_10","12pl3_1",0.478849902348321,"bm","AC","San Jac","high",10.6127508627825,8.1,"sp","PL",NA
"11ac2_11","12pl3_1",0.41552646342725,"bm","AC","San Jac","high",5.61077341833843,11.6,"sp","PL",NA
"11ac3_1","12pl3_1",0.63898445468686,"bm","AC","San Jac","high",7.74112576617428,17.2,"sp","PL",NA
"11ac3_2","12pl3_1",0.626671150501776,"bm","AC","San Jac","high",6.84795551749793,19.8,"sp","PL",NA
"11ac3_4","12pl3_1",0.632096128549539,"bm","AC","San Jac","high",1.37772002749022,47.4,"sp","PL",NA
"11pj1_1","12pl3_1",0.368012213277169,"bm","PJ","San Jac","high",0.649163158956901,61.4,"sp","PL",NA
"11pj1_2","12pl3_1",0.0689693002990502,"bm","PJ","San Jac","high",4.64815607799221,26.1,"sp","PL",NA
