".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t4pj22__t4pj23064",0.343851967306582,-0.0470966073590198,0.639056733424947,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1930
"rescor__t4pj22__t4pj23101",0.393473360959052,0.0154205145450585,0.667166389943391,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1930
"rescor__t4pj22__t4pl21",0.10911746689007,-0.256084004774987,0.446507718043925,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1930
"rescor__t4pj22__t4pp21",0.220298944971945,-0.159237072102222,0.539107863245871,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1930
"rescor__t4pj23064__t4pj23101",0.291453281910865,-0.0910447864421178,0.592308837236816,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1930
"rescor__t4pj23064__t4pl21",0.0959961374386521,-0.28031896859293,0.452244529150446,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1930
"rescor__t4pj23064__t4pp21",-0.130437634104493,-0.470781586365582,0.247454408075242,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1930
"rescor__t4pj23101__t4pl21",0.353025898621091,-0.0202558295054018,0.639572405901347,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1930
"rescor__t4pj23101__t4pp21",-0.180509815419852,-0.509186224864671,0.195197214894636,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1930
"rescor__t4pl21__t4pp21",-0.0203923228919714,-0.371980443882957,0.350156243045886,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1930
"rescor__t4ac21__t4ac21924",0.374225351920895,0.000695544145380781,0.642174291340201,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac21__t4ac22",0.560513173215431,0.220742549327137,0.768244330449978,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac21__t4ac23",0.0989666409860323,-0.290914347464593,0.4349047373909,0.95,"median","qi","4ac21","ac","4ac23","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac21__t4pj22",0.16736768462896,-0.204741044441759,0.494640678540052,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21__t4pj23064",-0.00734825701347241,-0.370549625111381,0.355696295701183,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21__t4pj23101",0.459057442174018,0.0951982952040475,0.712129956881502,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21__t4pl21",0.143929116447277,-0.255447536605671,0.486488237911423,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1940
"rescor__t4ac21__t4pp21",-0.00837859947636381,-0.368268187147309,0.349633955219753,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1940
"rescor__t4ac21924__t4pj22",0.174784439810322,-0.195231661178314,0.497406721259556,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21924__t4pj23064",0.185066128680604,-0.167348745091634,0.504533715292585,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21924__t4pj23101",-0.0478508607678659,-0.383959955865581,0.299234694865412,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac21924__t4pl21",-0.0207751876870369,-0.359685476856437,0.327918559545915,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1940
"rescor__t4ac21924__t4pp21",0.133790653354957,-0.230147562662678,0.455457208621602,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1940
"rescor__t4ac22__t4ac21924",0.638367618729656,0.334544979707615,0.819214558506008,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac22__t4ac23",0.264699853018146,-0.0901171060388666,0.554700915493789,0.95,"median","qi","4ac22","ac","4ac23","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac22__t4pj22",0.307343701303545,-0.0668398966454018,0.592616656894831,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac22__t4pj23064",0.0985495610582954,-0.260247023627296,0.408793019648863,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac22__t4pj23101",0.299373796922111,-0.0603670513865637,0.578905860455226,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac22__t4pl21",0.211118991034111,-0.149927679083485,0.519035546186511,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1940
"rescor__t4ac22__t4pp21",0.354437903181075,-0.000321147297075874,0.634776269785743,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1940
"rescor__t4ac23__t4ac21924",0.500885540112743,0.154518135926704,0.741072666094015,0.95,"median","qi","4ac23","ac","4ac21924","ac","ac-ac","intra","cm",2,1940
"rescor__t4ac23__t4pj22",0.129274994100884,-0.245273857574572,0.483014219911395,0.95,"median","qi","4ac23","ac","4pj22","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac23__t4pj23064",0.101120537279892,-0.279797926150099,0.464391342875041,0.95,"median","qi","4ac23","ac","4pj23064","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac23__t4pj23101",0.00536924352967704,-0.342598647943099,0.346326693118568,0.95,"median","qi","4ac23","ac","4pj23101","pj","ac-pj","inter","cm",2,1940
"rescor__t4ac23__t4pl21",0.0977701149654954,-0.277556341698756,0.440889892571275,0.95,"median","qi","4ac23","ac","4pl21","pl","ac-pl","inter","cm",2,1940
"rescor__t4ac23__t4pp21",-0.159291720179773,-0.497380293876233,0.209564936087523,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,1940
"rescor__t4pj22__t4pj23064",0.224717425292808,-0.180652054343521,0.555168145774742,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1940
"rescor__t4pj22__t4pj23101",0.19651039832,-0.184690952433555,0.528479513810515,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1940
"rescor__t4pj22__t4pl21",0.285796742169805,-0.103525413148167,0.591427648824545,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1940
"rescor__t4pj22__t4pp21",0.152694577420593,-0.229880364937635,0.489589103910275,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1940
"rescor__t4pj23064__t4pj23101",0.0997914125382436,-0.262922189654603,0.462399801776352,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1940
"rescor__t4pj23064__t4pl21",0.0423480810218403,-0.336536309525137,0.412276392251336,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1940
"rescor__t4pj23064__t4pp21",-0.0484941998708462,-0.420483407501304,0.316017511937481,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1940
"rescor__t4pj23101__t4pl21",0.445093376858604,0.0834746561525107,0.709601993762222,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1940
"rescor__t4pj23101__t4pp21",-0.288342932158618,-0.605352231337191,0.0898136902574257,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1940
"rescor__t4pl21__t4pp21",0.197016375802763,-0.1718006341844,0.526737697704531,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1940
"rescor__t4ac21__t4ac21924",0.31708876309222,-0.0463646315374617,0.607422058408403,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac21__t4ac22",0.547098790452698,0.212384010288124,0.766836003981984,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac21__t4ac23",0.235338593984678,-0.140228318003139,0.547492720701051,0.95,"median","qi","4ac21","ac","4ac23","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac21__t4pj22",0.134343764329501,-0.225776678698979,0.456851637677765,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21__t4pj23064",-0.114705671223012,-0.4442177068235,0.252560102170498,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21__t4pj23101",0.429193925571399,0.0795018026549757,0.692922455859555,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21__t4pl21",0.156398967776647,-0.220811629938919,0.49118337079395,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1950
"rescor__t4ac21__t4pp21",-0.0357890684742237,-0.385512355849471,0.330501068221906,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1950
"rescor__t4ac21924__t4pj22",0.0554552265921228,-0.309402292892057,0.393229000342496,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21924__t4pj23064",0.23907045276889,-0.118344972584784,0.546851781370958,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21924__t4pj23101",-0.218854129812502,-0.528053093775001,0.148667971803058,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac21924__t4pl21",-0.128910555915376,-0.455000189019361,0.235134568770852,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1950
"rescor__t4ac21924__t4pp21",0.208995379243212,-0.171599952201148,0.529076065374255,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1950
"rescor__t4ac22__t4ac21924",0.562328253883147,0.252173612126072,0.776541809576038,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac22__t4ac23",0.270297120758509,-0.097947013440378,0.576117954317667,0.95,"median","qi","4ac22","ac","4ac23","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac22__t4pj22",0.269927351859921,-0.0837745960569496,0.563784490801953,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac22__t4pj23064",0.249103651570982,-0.103135608758723,0.551831311052404,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac22__t4pj23101",0.270525267775372,-0.0820230016442071,0.559831164700522,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac22__t4pl21",0.191188580919581,-0.172434550513136,0.497657499269353,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1950
"rescor__t4ac22__t4pp21",0.292339575911981,-0.0734847580440448,0.583215481290644,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1950
"rescor__t4ac23__t4ac21924",0.320293810752963,-0.0637022777641294,0.619066363616931,0.95,"median","qi","4ac23","ac","4ac21924","ac","ac-ac","intra","cm",2,1950
"rescor__t4ac23__t4pj22",0.326885661220947,-0.0409638873058523,0.605083386410329,0.95,"median","qi","4ac23","ac","4pj22","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac23__t4pj23064",0.0739521985832729,-0.291256527989785,0.425691953844974,0.95,"median","qi","4ac23","ac","4pj23064","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac23__t4pj23101",0.103555806959333,-0.264620952225577,0.439712658425727,0.95,"median","qi","4ac23","ac","4pj23101","pj","ac-pj","inter","cm",2,1950
"rescor__t4ac23__t4pl21",-0.0579765629394231,-0.412993628855152,0.303107508632923,0.95,"median","qi","4ac23","ac","4pl21","pl","ac-pl","inter","cm",2,1950
"rescor__t4ac23__t4pp21",0.00101254503644138,-0.361641888963137,0.366492493614353,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,1950
"rescor__t4pj22__t4pj23064",0.485691635910648,0.148434085183063,0.726231062238321,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1950
"rescor__t4pj22__t4pj23101",0.199875970118064,-0.158600199061173,0.512152375279742,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1950
"rescor__t4pj22__t4pl21",0.459453611291288,0.105164794884637,0.716297331185292,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1950
"rescor__t4pj22__t4pp21",0.140840725818775,-0.233058654002694,0.478013127652412,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1950
"rescor__t4pj23064__t4pj23101",-0.153656072469863,-0.478520057639734,0.216773474446907,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1950
"rescor__t4pj23064__t4pl21",0.0158164991964711,-0.345387434963092,0.359077870792565,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1950
"rescor__t4pj23064__t4pp21",0.0852800978664151,-0.310368993009219,0.428692113083848,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1950
"rescor__t4pj23101__t4pl21",0.154430449718073,-0.208499810207159,0.479922053675948,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1950
"rescor__t4pj23101__t4pp21",-0.269135283499675,-0.581995163337144,0.102157124028165,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1950
"rescor__t4pl21__t4pp21",0.324163573312101,-0.0489321353622964,0.628984648595454,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1950
"rescor__t4ac21__t4ac21924",0.370618406731953,-0.0103710752834956,0.655328655221724,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac21__t4ac22",0.441598613680792,0.0651193401914979,0.701328010325563,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac21__t4ac23",0.200959304017816,-0.191589937767895,0.530971138860808,0.95,"median","qi","4ac21","ac","4ac23","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac21__t4pj22",0.0128357851122945,-0.354081701401747,0.37885068063993,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21__t4pj23064",0.15806288639663,-0.214869350031379,0.491069926057415,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21__t4pj23101",0.216259096145332,-0.16409709081772,0.532209545638082,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21__t4pl21",-0.0453130583516928,-0.411491640277385,0.330770889823902,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1960
"rescor__t4ac21__t4pp21",0.0969703171654024,-0.294131435077194,0.455515741791701,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1960
"rescor__t4ac21924__t4pj22",0.106905835888773,-0.262614882877986,0.438774397260958,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21924__t4pj23064",0.318229874474188,-0.0616671671803246,0.60396447904358,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21924__t4pj23101",-0.0970341723781539,-0.440486488917366,0.270872779438705,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac21924__t4pl21",-0.0314399949549077,-0.397506546243537,0.325713012472967,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1960
"rescor__t4ac21924__t4pp21",0.37826469825132,0.0130725180837544,0.665172709125682,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1960
"rescor__t4ac22__t4ac21924",0.588171360636313,0.251610973240644,0.794254122580052,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac22__t4ac23",0.277077005123689,-0.0941876413921986,0.576012068272255,0.95,"median","qi","4ac22","ac","4ac23","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac22__t4pj22",0.410224953430545,0.049115750745513,0.675581011510869,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac22__t4pj23064",0.394132341571123,0.0112678662247228,0.666144552064303,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac22__t4pj23101",0.0776214761401826,-0.28645814548494,0.411730640906364,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac22__t4pl21",0.0455320426355124,-0.315573356555249,0.394542891736962,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1960
"rescor__t4ac22__t4pp21",0.321289483410871,-0.0541342319429905,0.619094122717245,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1960
"rescor__t4ac23__t4ac21924",0.243665799716569,-0.137916707258785,0.566062127821343,0.95,"median","qi","4ac23","ac","4ac21924","ac","ac-ac","intra","cm",2,1960
"rescor__t4ac23__t4pj22",0.204053538095348,-0.187765105087174,0.525306456639121,0.95,"median","qi","4ac23","ac","4pj22","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac23__t4pj23064",-0.0358122731900017,-0.406823132079943,0.320231911886694,0.95,"median","qi","4ac23","ac","4pj23064","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac23__t4pj23101",-0.0697838274367591,-0.44127068377648,0.315272588624963,0.95,"median","qi","4ac23","ac","4pj23101","pj","ac-pj","inter","cm",2,1960
"rescor__t4ac23__t4pl21",-0.0277487572367082,-0.404470163199098,0.365995974171484,0.95,"median","qi","4ac23","ac","4pl21","pl","ac-pl","inter","cm",2,1960
"rescor__t4ac23__t4pp21",-0.0976483867763759,-0.456527851323725,0.265115066400355,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,1960
"rescor__t4pj22__t4pj23064",0.404847136103361,0.0225062697974652,0.676734637109041,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1960
"rescor__t4pj22__t4pj23101",0.235294752711475,-0.133315046026266,0.551820297879233,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1960
"rescor__t4pj22__t4pl21",0.304138961323109,-0.0752405352203571,0.608951975996396,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1960
"rescor__t4pj22__t4pp21",0.275320542755486,-0.0891068226295659,0.58298351377235,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1960
"rescor__t4pj23064__t4pj23101",-0.14396711537058,-0.492111540261869,0.242800504615823,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1960
"rescor__t4pj23064__t4pl21",0.200027474270576,-0.204844953621284,0.533338038527585,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1960
"rescor__t4pj23064__t4pp21",0.241662308579547,-0.160204383372755,0.558783427029056,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1960
"rescor__t4pj23101__t4pl21",0.0449306691946081,-0.32266641115108,0.403877028305143,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1960
"rescor__t4pj23101__t4pp21",0.109271232813245,-0.260788455867788,0.460046079995261,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1960
"rescor__t4pl21__t4pp21",0.239723290569316,-0.132671256578128,0.573028774979281,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1960
"rescor__t4ac21__t4ac21924",0.446269793709412,0.0718475722573282,0.709671295503751,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1970
"rescor__t4ac21__t4ac22",0.799178507535136,0.565350983741034,0.910762239932637,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1970
"rescor__t4ac21__t4ac23",0.341464352230464,-0.0226664413702818,0.623472985050544,0.95,"median","qi","4ac21","ac","4ac23","ac","ac-ac","intra","cm",2,1970
"rescor__t4ac21__t4pj22",0.130921240457376,-0.243969318061143,0.446483019693068,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1970
"rescor__t4ac21__t4pj23064",0.177061394950843,-0.205447874202579,0.490225600894843,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1970
"rescor__t4ac21__t4pj23101",-0.0134159159610458,-0.351544139025487,0.341057205336756,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1970
"rescor__t4ac21__t4pl21",0.111456948796853,-0.252057928503309,0.453808253722143,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1970
"rescor__t4ac21__t4pp21",0.111262531596487,-0.252916709547671,0.429976844225498,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1970
"rescor__t4ac21924__t4pj22",0.243818332528285,-0.141133844171395,0.542360500558707,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1970
