"tree1","tree2","pearson_r","Site.x","Species.x","Region","hilo","Neighborhood.x","DBH","con_freq","con_freqBA","Site.y","Neighborhood.y","Species.y","dist"
"11pj2_16","11ac2_3",0.311380358360039,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"AC",26.5037401825923
"11pl2_1","11ac2_3",0.377775614071793,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",18.958399956388
"11pl2_2","11ac2_3",0.444379488427038,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",7.83293565693589
"11ac2_11","11ac2_10",0.849040144570872,"bm","AC","San Jac","high",2,11.6,0.416666666666667,0.166336473830919,"bm",2,"AC",2.35942605558138
"11pj2_1","11ac2_10",0.416500800159585,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",12.971255108787
"11pj2_2","11ac2_10",0.176760684557571,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",24.5522570778237
"11pj2_15","11ac2_10",0.781671810905965,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"AC",11.199458563206
"11pj2_16","11ac2_10",0.684726349150565,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"AC",6.79576277146076
"11pl2_1","11ac2_10",0.486900538249281,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",22.4478607897083
"11pl2_2","11ac2_10",0.632034329841028,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",15.7411410578179
"11pj2_1","11ac2_11",0.226122448653018,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",14.0119791732584
"11pj2_2","11ac2_11",-0.0392399321384283,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",24.7006063230862
"11pj2_15","11ac2_11",0.659813467368447,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"AC",13.4534809155553
"11pj2_16","11ac2_11",0.673090760335894,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"AC",8.36133582882747
"11pl2_1","11ac2_11",0.446080451920377,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",22.5209918090608
"11pl2_2","11ac2_11",0.389646849889514,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",14.6077760180689
"11ac3_2","11ac3_1",0.893088779411328,"bm","AC","San Jac","high",3,19.8,0.355555555555556,0.0230055523192046,"bm",3,"AC",5.79712670493542
"11ac3_4","11ac3_1",0.584078865490746,"bm","AC","San Jac","high",3,47.4,0.3,0.289409009903636,"bm",3,"AC",25.432883374992
"11pj3_1","11ac3_1",0.429474470929356,"bm","PJ","San Jac","high",3,29,0.59375,0.594880531890123,"bm",3,"AC",12.8121507129917
"11pj3_2","11ac3_1",0.39098037512835,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"AC",5.03676027336035
"11pj3_3","11ac3_1",0.265160187306826,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"AC",13.233651356479
"11pj3_4","11ac3_1",-0.133060069394913,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"AC",17.2258349283632
"11pj3_5","11ac3_1",0.0788492136582507,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"AC",12.5599325872614
"11pl3_1","11ac3_1",0.471384551553712,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"AC",13.1556354881743
"11pl3_3","11ac3_1",0.47961615474946,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"AC",29.4797838319348
"11ac3_4","11ac3_2",0.600636987565017,"bm","AC","San Jac","high",3,47.4,0.3,0.289409009903636,"bm",3,"AC",25.582702180088
"11pj3_1","11ac3_2",0.413378685557188,"bm","PJ","San Jac","high",3,29,0.59375,0.594880531890123,"bm",3,"AC",7.38280211918326
"11pj3_2","11ac3_2",0.54974315058426,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"AC",6.77009533348005
"11pj3_3","11ac3_2",0.192462772179493,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"AC",15.6094572807371
"11pj3_4","11ac3_2",-0.00349755681636845,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"AC",11.5412796120372
"11pj3_5","11ac3_2",0.222737030487363,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"AC",6.83283268607889
"11pl3_1","11ac3_2",0.356173605645285,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"AC",10.3207175200482
"11pl3_3","11ac3_2",0.636318732907291,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"AC",29.3340558337438
"11pj3_1","11ac3_4",0.0393608848197477,"bm","PJ","San Jac","high",3,29,0.59375,0.594880531890123,"bm",3,"AC",24.1632977981781
"11pj3_2","11ac3_4",0.481267445643446,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"AC",20.4564486939049
"11pj3_3","11ac3_4",0.338009077760033,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"AC",13.5099867794962
"11pj3_4","11ac3_4",0.0761865920092865,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"AC",31.7396051649833
"11pj3_5","11ac3_4",0.235240984124203,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"AC",26.0009175285975
"11pl3_1","11ac3_4",0.413347612502394,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"AC",16.6880709900061
"11pl3_3","11ac3_4",0.463166451529617,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"AC",4.16232169807269
"11pj1_2","11pj1_1",0.271535885658864,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"PJ",10.6402608727255
"11pj1_3","11pj1_1",0.408579827572517,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"PJ",11.0290167875328
"11pj1_4","11pj1_1",0.180242485152916,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",18.5491246802688
"11pl1_1","11pj1_1",0.314478665844602,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",9.67581456433323
"11pl1_2","11pj1_1",0.296233274915209,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",20.2619175080937
"11pl1_4","11pj1_1",0.386152068305162,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",20.4794927601556
"11pl1_24","11pj1_1",0.0593965040198266,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",12.5386287874664
"11pj1_3","11pj1_2",0.580570755750095,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"PJ",0.565107836548158
"11pj1_4","11pj1_2",0.164931744130878,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",20.4807315505737
"11pl1_1","11pj1_2",0.295151944562871,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",11.2076880494786
"11pl1_2","11pj1_2",0.168302413116694,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",13.2015205539392
"11pl1_4","11pj1_2",0.390858627562959,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",11.2467535211923
"11pl1_24","11pj1_2",0.142068168970172,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",8.54704789766072
"11pj1_4","11pj1_3",0.203781449685734,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",20.2759367400565
"11pl1_1","11pj1_3",0.204746153904699,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",11.122277162551
"11pl1_2","11pj1_3",0.194838181307479,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",13.420303594516
"11pl1_4","11pj1_3",0.44472128924924,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",10.6852286247129
"11pl1_24","11pj1_3",0.110785042968592,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",8.20768809445009
"11pl1_1","11pj1_4",0.188344102843719,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",9.78741638617631
"11pl1_2","11pj1_4",-0.0673569978002213,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",33.6821149941258
"11pl1_4","11pj1_4",0.281165194314767,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",20.5263055949407
"11pl1_24","11pj1_4",0.105304252653908,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",12.5197986868389
"11pj2_2","11pj2_1",0.336628791772734,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"PJ",13.2410302176097
"11pj2_15","11pj2_1",0.40418982541691,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"PJ",16.7346443789592
"11pj2_16","11pj2_1",0.332496803922735,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"PJ",17.6866102614945
"11pl2_1","11pj2_1",-0.0531937521922398,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",11.6347598833225
"11pl2_2","11pj2_1",0.00556391114939362,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",13.2950931879169
"11pj2_15","11pj2_2",0.253876993660167,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"PJ",29.9746618686114
"11pj2_16","11pj2_2",0.222998176455038,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"PJ",30.3503988461735
"11pl2_1","11pj2_2",0.0976470489213815,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",2.27238007277057
"11pl2_2","11pj2_2",0.159444917082834,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",14.330220758322
"11pj2_16","11pj2_15",0.608725408248713,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"PJ",7.03006008073047
"11pl2_1","11pj2_15",0.537533400172473,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",28.3255692058499
"11pl2_2","11pj2_15",0.464227197470286,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",25.4739283337756
"11pl2_1","11pj2_16",0.387671185073003,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",28.3759595039259
"11pl2_2","11pj2_16",0.471626111300443,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",22.5341556247132
"11pj3_2","11pj3_1",0.201701694530346,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"PJ",11.3241009566461
"11pj3_3","11pj3_1",0.0903579145357535,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"PJ",18.0644866679037
"11pj3_4","11pj3_1",0.0843777283361153,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"PJ",7.71105793221397
"11pj3_5","11pj3_1",0.280893224527629,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"PJ",1.96027991518898
"11pl3_1","11pj3_1",-0.0507534102347045,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",7.51490820452764
"11pl3_3","11pj3_1",0.135886661504179,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",27.2938026254423
"11pj3_3","11pj3_2",0.23573539862612,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"PJ",8.99133289846303
"11pj3_4","11pj3_2",0.164055232282002,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"PJ",17.6259264610674
"11pj3_5","11pj3_2",0.3497142540791,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"PJ",11.864292962549
"11pl3_1","11pj3_2",0.337652530039999,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",9.02621796151014
"11pl3_3","11pj3_2",0.512859470066222,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",24.475361352176
"11pj3_4","11pj3_3",0.0452596762038378,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"PJ",25.4063628094573
"11pj3_5","11pj3_3",-0.0156881094747391,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"PJ",19.263613666813
"11pl3_1","11pj3_3",0.0280920231846327,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",12.0217933365215
"11pl3_3","11pj3_3",0.0903673830943093,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",17.6672196653291
"11pj3_5","11pj3_4",0.157574759190945,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"PJ",6.17159365427132
"11pl3_1","11pj3_4",-0.00831240581980718,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",15.1940522910829
"11pl3_3","11pj3_4",0.0648406482832675,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",34.6949125491163
"11pl3_1","11pj3_5",0.274368410826582,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",9.31575721537794
"11pl3_3","11pj3_5",0.40281122188095,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",29.191303370771
"11pl1_2","11pl1_1",0.32862817760993,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PL",24.2866310031505
"11pl1_4","11pl1_1",0.406131510988717,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PL",15.337930576214
"11pl1_24","11pl1_1",0.274885062647881,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",5.4771642157588
"11pl1_4","11pl1_2",-0.0354826876993358,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PL",19.4788505586076
"11pl1_24","11pl1_2",-0.129799047299529,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",21.5263673261321
"11pl1_24","11pl1_4",0.497296203975201,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",9.86143924908184
"11pl2_2","11pl2_1",0.325068192475609,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PL",12.162908229116
"11pl3_3","11pl3_1",0.55844513890007,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PL",19.9690229162528
"17ac1_2","17ac1_1",0.329354300837107,"lc","AC","SENF","low",1,41.4,0.2,0.0731213647640171,"lc",1,"AC",21.6884093428654
"17ac1_3","17ac1_1",0.232895877053119,"lc","AC","SENF","low",1,56.6,0.222222222222222,0.116727983720103,"lc",1,"AC",28.2853090214761
"17pj1_1","17ac1_1",0.129044566721881,"lc","PJ","SENF","low",1,68.4,0.125,0.11143291579176,"lc",1,"AC",31.3754761346452
"17pj1_2","17ac1_1",0.133836061697619,"lc","PJ","SENF","low",1,66.6,0.428571428571429,0.490158062430205,"lc",1,"AC",47.9691225626344
"17pj1_3","17ac1_1",0.17868339589274,"lc","PJ","SENF","low",1,44.4,0.714285714285714,0.607982258013631,"lc",1,"AC",62.2043627177166
"17pl1_1","17ac1_1",0.225412508227524,"lc","PL","SENF","low",1,122.9,0.333333333333333,0.677225472005439,"lc",1,"AC",33.7698503130446
"17pl1_2","17ac1_1",0.15343891801149,"lc","PL","SENF","low",1,60.2,0.375,0.67954120382477,"lc",1,"AC",37.7187940207857
"17pl1_3","17ac1_1",0.341587681733401,"lc","PL","SENF","low",1,99.8,0.5,0.68435793636973,"lc",1,"AC",24.5861523101211
"17pl1_4","17ac1_1",0.493378160576146,"lc","PL","SENF","low",1,26,0.285714285714286,0.412763081293178,"lc",1,"AC",45.9001700429643
"17ac1_3","17ac1_2",0.337008014677666,"lc","AC","SENF","low",1,56.6,0.222222222222222,0.116727983720103,"lc",1,"AC",13.1230450350183
"17pj1_1","17ac1_2",0.162715604712847,"lc","PJ","SENF","low",1,68.4,0.125,0.11143291579176,"lc",1,"AC",16.7517066810824
"17pj1_2","17ac1_2",0.145130621390763,"lc","PJ","SENF","low",1,66.6,0.428571428571429,0.490158062430205,"lc",1,"AC",26.2846545813705
"17pj1_3","17ac1_2",-0.0212467641176136,"lc","PJ","SENF","low",1,44.4,0.714285714285714,0.607982258013631,"lc",1,"AC",41.3335668655928
"17pl1_1","17ac1_2",0.187103459441562,"lc","PL","SENF","low",1,122.9,0.333333333333333,0.677225472005439,"lc",1,"AC",16.4193920473628
"17pl1_2","17ac1_2",0.0825492316003026,"lc","PL","SENF","low",1,60.2,0.375,0.67954120382477,"lc",1,"AC",20.0593716766403
"17pl1_3","17ac1_2",0.268119662427218,"lc","PL","SENF","low",1,99.8,0.5,0.68435793636973,"lc",1,"AC",9.1713343570813
"17pl1_4","17ac1_2",0.445285565742996,"lc","PL","SENF","low",1,26,0.285714285714286,0.412763081293178,"lc",1,"AC",25.3238121055001
"17pj1_1","17ac1_3",0.0586371803378666,"lc","PJ","SENF","low",1,68.4,0.125,0.11143291579176,"lc",1,"AC",28.5287120706206
"17pj1_2","17ac1_3",-0.280954541933397,"lc","PJ","SENF","low",1,66.6,0.428571428571429,0.490158062430205,"lc",1,"AC",26.2565747467741
"17pj1_3","17ac1_3",-0.119724825589004,"lc","PJ","SENF","low",1,44.4,0.714285714285714,0.607982258013631,"lc",1,"AC",44.1020304587801
"17pl1_1","17ac1_3",0.115853103133013,"lc","PL","SENF","low",1,122.9,0.333333333333333,0.677225472005439,"lc",1,"AC",26.7819972357345
"17pl1_2","17ac1_3",-0.0475301271439315,"lc","PL","SENF","low",1,60.2,0.375,0.67954120382477,"lc",1,"AC",29.5739732012708
"17pl1_3","17ac1_3",0.281235844825067,"lc","PL","SENF","low",1,99.8,0.5,0.68435793636973,"lc",1,"AC",21.8506209087822
"17pl1_4","17ac1_3",0.261116508545144,"lc","PL","SENF","low",1,26,0.285714285714286,0.412763081293178,"lc",1,"AC",19.4039651903619
"17ac2_2","17ac2_1",0.4426846958173,"lc","AC","SENF","low",2,28.6,0.568345323741007,0.415444691775715,"lc",2,"AC",1.71255537935808
"17ac2_3","17ac2_1",0.669784038075938,"lc","AC","SENF","low",2,8.1,0.531746031746032,0.396564114659424,"lc",2,"AC",4.97242066873811
"17pj2_1","17ac2_1",0.5920064367613,"lc","PJ","SENF","low",2,71,0.161490683229814,0.289809440659718,"lc",2,"AC",13.3762471535647
"17pj2_3","17ac2_1",0.214701962165067,"lc","PJ","SENF","low",2,14.4,0.183098591549296,0.250081432206516,"lc",2,"AC",14.0713596678143
"17pl2_1","17ac2_1",0.609512769688573,"lc","PL","SENF","low",2,52.7,0.112676056338028,0.0826540441858316,"lc",2,"AC",3.72740373646854
"17pl2_2","17ac2_1",0.853325672790458,"lc","PL","SENF","low",2,38.6,0.0756302521008403,0.0671392995900192,"lc",2,"AC",6.8640281169547
"17pl2_3","17ac2_1",0.691288637106997,"lc","PL","SENF","low",2,31.4,0.0707964601769911,0.0611305227153606,"lc",2,"AC",8.28420009477366
"17pl2_4","17ac2_1",0.669173647398747,"lc","PL","SENF","low",2,19.7,0.099290780141844,0.0800837863195203,"lc",2,"AC",3.89354058410517
"17ac2_3","17ac2_2",0.613920050414461,"lc","AC","SENF","low",2,8.1,0.531746031746032,0.396564114659424,"lc",2,"AC",3.60419294566504
"17pj2_1","17ac2_2",0.187222011801683,"lc","PJ","SENF","low",2,71,0.161490683229814,0.289809440659718,"lc",2,"AC",14.0483690584588
"17pj2_3","17ac2_2",0.412594258181178,"lc","PJ","SENF","low",2,14.4,0.183098591549296,0.250081432206516,"lc",2,"AC",14.1910631187299
"17pl2_1","17ac2_2",0.467483155059552,"lc","PL","SENF","low",2,52.7,0.112676056338028,0.0826540441858316,"lc",2,"AC",5.40006385945828
"17pl2_2","17ac2_2",0.404910741570647,"lc","PL","SENF","low",2,38.6,0.0756302521008403,0.0671392995900192,"lc",2,"AC",5.20452841007093
"17pl2_3","17ac2_2",0.425210334922535,"lc","PL","SENF","low",2,31.4,0.0707964601769911,0.0611305227153606,"lc",2,"AC",6.60965675871079
"17pl2_4","17ac2_2",0.453928152159584,"lc","PL","SENF","low",2,19.7,0.099290780141844,0.0800837863195203,"lc",2,"AC",5.37343457807671
"17pj2_1","17ac2_3",0.708252761773635,"lc","PJ","SENF","low",2,71,0.161490683229814,0.289809440659718,"lc",2,"AC",13.3711525162556
"17pj2_3","17ac2_3",0.250118123719605,"lc","PJ","SENF","low",2,14.4,0.183098591549296,0.250081432206516,"lc",2,"AC",12.3587082703758
"17pl2_1","17ac2_3",0.722211483427824,"lc","PL","SENF","low",2,52.7,0.112676056338028,0.0826540441858316,"lc",2,"AC",8.03738384440735
"17pl2_2","17ac2_3",0.714440569446738,"lc","PL","SENF","low",2,38.6,0.0756302521008403,0.0671392995900192,"lc",2,"AC",2.63982937923113
"17pl2_3","17ac2_3",0.710593176116757,"lc","PL","SENF","low",2,31.4,0.0707964601769911,0.0611305227153606,"lc",2,"AC",3.97743755764165
"17pl2_4","17ac2_3",0.543584458811592,"lc","PL","SENF","low",2,19.7,0.099290780141844,0.0800837863195203,"lc",2,"AC",7.43382658241209
"17ac3_2","17ac3_1",0.38848319731679,"lc","AC","SENF","low",3,19.8,0.267857142857143,0.432399864336024,"lc",3,"AC",9.00077510380864
"17ac3_3","17ac3_1",0.616309503970135,"lc","AC","SENF","low",3,46.5,0.273584905660377,0.256399275385276,"lc",3,"AC",23.5748129443071
"17ac3_4","17ac3_1",0.305372888623003,"lc","AC","SENF","low",3,10.1,0.32,0.53788829533825,"lc",3,"AC",12.7779313111824
"17pj3_1","17ac3_1",0.644411694703366,"lc","PJ","SENF","low",3,23.5,0.140350877192982,0.138345504276473,"lc",3,"AC",11.1533793827873
"17pj3_2","17ac3_1",0.570775021222724,"lc","PJ","SENF","low",3,38.6,0.148148148148148,0.144918261223903,"lc",3,"AC",10.6684148366192
"17pj3_3","17ac3_1",0.378733324801106,"lc","PJ","SENF","low",3,32.6,0.131578947368421,0.239965250022786,"lc",3,"AC",21.395419829199
"17pj3_4","17ac3_1",0.316846366117726,"lc","PJ","SENF","low",3,45.8,0.108108108108108,0.235896430207294,"lc",3,"AC",22.2563642684241
"17pj3_5","17ac3_1",-0.044018569010366,"lc","PJ","SENF","low",3,13.8,0.0434782608695652,0.00420950719986207,"lc",3,"AC",17.250399298932
"17pl3_1","17ac3_1",0.541910708619888,"lc","PL","SENF","low",3,97.3,0.102564102564103,0.31701146492426,"lc",3,"AC",4.39349567058983
"17ac3_3","17ac3_2",0.416591485567524,"lc","AC","SENF","low",3,46.5,0.273584905660377,0.256399275385276,"lc",3,"AC",18.6940692809792
"17ac3_4","17ac3_2",0.40928343096598,"lc","AC","SENF","low",3,10.1,0.32,0.53788829533825,"lc",3,"AC",19.9376399758614
"17pj3_1","17ac3_2",0.303358242096228,"lc","PJ","SENF","low",3,23.5,0.140350877192982,0.138345504276473,"lc",3,"AC",2.94780526609831
"17pj3_2","17ac3_2",0.385157738495531,"lc","PJ","SENF","low",3,38.6,0.148148148148148,0.144918261223903,"lc",3,"AC",1.83371257602876
"17pj3_3","17ac3_2",0.247041296943172,"lc","PJ","SENF","low",3,32.6,0.131578947368421,0.239965250022786,"lc",3,"AC",14.0804951733493
"17pj3_4","17ac3_2",0.585748499083924,"lc","PJ","SENF","low",3,45.8,0.108108108108108,0.235896430207294,"lc",3,"AC",17.0232451540739
"17pj3_5","17ac3_2",0.0303534842018108,"lc","PJ","SENF","low",3,13.8,0.0434782608695652,0.00420950719986207,"lc",3,"AC",24.4841016170595
"17pl3_1","17ac3_2",0.286132839532385,"lc","PL","SENF","low",3,97.3,0.102564102564103,0.31701146492426,"lc",3,"AC",11.3098095346343
"17ac3_4","17ac3_3",0.502074757306799,"lc","AC","SENF","low",3,10.1,0.32,0.53788829533825,"lc",3,"AC",36.3518450395136
"17pj3_1","17ac3_3",0.678050436706902,"lc","PJ","SENF","low",3,23.5,0.140350877192982,0.138345504276473,"lc",3,"AC",15.9352270549742
"17pj3_2","17ac3_3",0.469771767233002,"lc","PJ","SENF","low",3,38.6,0.148148148148148,0.144918261223903,"lc",3,"AC",17.3574489201283
"17pj3_3","17ac3_3",0.384506171269723,"lc","PJ","SENF","low",3,32.6,0.131578947368421,0.239965250022786,"lc",3,"AC",7.92441950108633
"17pj3_4","17ac3_3",0.431853704459749,"lc","PJ","SENF","low",3,45.8,0.108108108108108,0.235896430207294,"lc",3,"AC",1.79661113890615
"17pj3_5","17ac3_3",-0.434354186514951,"lc","PJ","SENF","low",3,13.8,0.0434782608695652,0.00420950719986207,"lc",3,"AC",40.8139151335566
"17pl3_1","17ac3_3",0.526885332246267,"lc","PL","SENF","low",3,97.3,0.102564102564103,0.31701146492426,"lc",3,"AC",27.692644821069
"17pj3_1","17ac3_4",0.362031882802578,"lc","PJ","SENF","low",3,23.5,0.140350877192982,0.138345504276473,"lc",3,"AC",22.7204096823362
"17pj3_2","17ac3_4",0.397592447150877,"lc","PJ","SENF","low",3,38.6,0.148148148148148,0.144918261223903,"lc",3,"AC",21.7706491426468
"17pj3_3","17ac3_4",0.431904327752133,"lc","PJ","SENF","low",3,32.6,0.131578947368421,0.239965250022786,"lc",3,"AC",33.6690785866118
"17pj3_4","17ac3_4",0.342265951929052,"lc","PJ","SENF","low",3,45.8,0.108108108108108,0.235896430207294,"lc",3,"AC",35.0155196742412
"17pj3_5","17ac3_4",0.154714669025644,"lc","PJ","SENF","low",3,13.8,0.0434782608695652,0.00420950719986207,"lc",3,"AC",4.56725695357546
"17pl3_1","17ac3_4",0.341196094710982,"lc","PL","SENF","low",3,97.3,0.102564102564103,0.31701146492426,"lc",3,"AC",8.83186601491001
"17pj1_2","17pj1_1",0.0927251491739705,"lc","PJ","SENF","low",1,66.6,0.428571428571429,0.490158062430205,"lc",1,"PJ",25.8310006687004
"17pj1_3","17pj1_1",-0.114252476575539,"lc","PJ","SENF","low",1,44.4,0.714285714285714,0.607982258013631,"lc",1,"PJ",33.657419282855
"17pl1_1","17pj1_1",0.699758292410622,"lc","PL","SENF","low",1,122.9,0.333333333333333,0.677225472005439,"lc",1,"PJ",4.47721354578001
