"tree1","tree2","pearson_r","decade","Site.x","Species.x","Region","hilo","Neighborhood.x","DBH","con_freq","con_freqBA","Site.y","Neighborhood.y","Species.y","dist"
"12pp2_1","12pl2_3",0.14828275061671,1920,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",20.666400674175
"12pp2_2","12pl2_3",0.3414099673732,1920,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",5.54325699714612
"12pp2_7","12pl2_3",0.939291517094723,1920,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",17.6729527948922
"12pp2_8","12pl2_3",-0.26014000322213,1920,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",13.2537193913185
"12pp2_21","12pl2_3",0.268064892168865,1920,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",0.538770290409013
"12pp1_10","12pp1_1",0.379355763316301,1920,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",39.4464067680643
"12pp2_2","12pp2_1",-0.0816874470848302,1920,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PP",18.9441020213779
"12pp2_7","12pp2_1",0.0339877204633804,1920,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",21.2694340549715
"12pp2_8","12pp2_1",0.197931632300248,1920,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",18.6707005033237
"12pp2_21","12pp2_1",0.744486777750018,1920,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",20.9296626592675
"12pp2_7","12pp2_2",0.774574107280975,1920,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",12.137061273021
"12pp2_8","12pp2_2",0.651150544090626,1920,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",7.71660056315401
"12pp2_21","12pp2_2",0.325140105463487,1920,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",6.08134746273876
"12pp2_8","12pp2_7",0.012415355648139,1920,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",4.58003329603454
"12pp2_21","12pp2_7",0.424440029348839,1920,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",18.2093484332222
"12pp2_21","12pp2_8",0.232650087141129,1920,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",13.7924173010171
"12pp3_2","12pp3_1",0.238955963151238,1920,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PP",13.6743438236203
"12pp3_3","12pp3_1",0.772068697116274,1920,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",13.0717459798191
"12pp3_3","12pp3_2",0.358291734434597,1920,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",4.60429329782946
"11ac1_3","11ac1_2",0.243826810714739,1920,"bm","AC","San Jac","high",1,29.5,0.25,0.0562670611557167,"bm",1,"AC",37.4234884040972
"11ac1_4","11ac1_2",0.193178007819475,1920,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",34.8212677246143
"11pj1_1","11ac1_2",0.327677639211146,1920,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",23.3828495303776
"11pj1_2","11ac1_2",-0.999999999999976,1920,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",15.1273937634044
"11pj1_3","11ac1_2",-0.802080393231304,1920,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",15.2177125505902
"11pj1_4","11ac1_2",-0.184332918630192,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",35.3544566482919
"11pl1_1","11ac1_2",-0.0152298164012179,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",26.3312302395567
"11pl1_2","11ac1_2",0.318165771346179,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",3.84189171770287
"11pl1_4","11ac1_2",0.451488146319582,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",19.139350627974
"11pl1_24","11ac1_2",0.206928437070147,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",22.9164779361224
"11ac1_4","11ac1_3",0.263542000685066,1920,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",24.1811469784998
"11pj1_1","11ac1_3",-0.374833884286914,1920,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",15.0396177303492
"11pj1_2","11ac1_3",1.00000000000001,1920,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",25.6706761114622
"11pj1_3","11ac1_3",0.277512070085922,1920,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",26.0415881571691
"11pj1_4","11ac1_3",0.295426197834827,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",24.361371228409
"11pl1_1","11ac1_3",0.235785903504973,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",20.4919934913335
"11pl1_2","11ac1_3",-0.00626485405116844,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.9024333437046
"11pl1_4","11ac1_3",0.924775162613157,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",34.737186989637
"11pl1_24","11ac1_3",0.578045348905472,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",25.4597547622279
"11pj1_1","11ac1_4",0.0958399959729538,1920,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",18.0954310522258
"11pj1_2","11ac1_4",-0.999999999999981,1920,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",19.9451874719861
"11pj1_3","11ac1_4",-0.578783424341572,1920,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",19.7404481738393
"11pj1_4","11ac1_4",0.0131521533087266,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",0.535566448373634
"11pl1_1","11ac1_4",0.385064005536699,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",9.26897964238487
"11pl1_2","11ac1_4",0.196957570787801,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.1465608648668
"11pl1_4","11ac1_4",0.545469059974415,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",20.0707106488416
"11pl1_24","11ac1_4",0.0763840759009534,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",11.9938312307976
"11ac2_3","11ac2_1",0.564762860109387,1920,"bm","AC","San Jac","high",2,17.8,0.588235294117647,0.190436565549673,"bm",2,"AC",24.3630674408124
"11pj2_1","11ac2_1",0.266530905645587,1920,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",6.53875029552301
"11pj2_2","11ac2_1",0.48654306263132,1920,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",9.55692242318605
"11pl2_1","11ac2_1",0.550047527395505,1920,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",9.00467018219017
"11pl2_2","11ac2_1",0.00576078080589245,1920,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",16.5579217899567
"11pj2_1","11ac2_3",0.243668878569801,1920,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",20.9324020158695
"11pj2_2","11ac2_3",0.387459974229351,1920,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",20.8855328990832
"11pl2_1","11ac2_3",0.319596416911572,1920,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",18.958399956388
"11pl2_2","11ac2_3",0.426827505925512,1920,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",7.83293565693589
"11pj3_1","11ac3_4",0.069973257474806,1920,"bm","PJ","San Jac","high",3,29,0.59375,0.594880531890123,"bm",3,"AC",24.1632977981781
"11pj3_2","11ac3_4",0.204734649820028,1920,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"AC",20.4564486939049
"11pj3_4","11ac3_4",0.0500925376603296,1920,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"AC",31.7396051649833
"11pl3_1","11ac3_4",0.490389932416086,1920,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"AC",16.6880709900061
"11pl3_3","11ac3_4",0.478923489627747,1920,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"AC",4.16232169807269
"11pj1_2","11pj1_1",0.999999999999922,1920,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"PJ",10.6402608727255
"11pj1_3","11pj1_1",-0.50656760014913,1920,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"PJ",11.0290167875328
"11pj1_4","11pj1_1",0.0479125843787376,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",18.5491246802688
"11pl1_1","11pj1_1",0.130667441380568,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",9.67581456433323
"11pl1_2","11pj1_1",0.264684303920592,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",20.2619175080937
"11pl1_4","11pj1_1",-0.267667577556366,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",20.4794927601556
"11pl1_24","11pj1_1",0.242258717891515,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",12.5386287874664
"11pj1_3","11pj1_2",1.00000000003536,1920,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"PJ",0.565107836548158
"11pj1_4","11pj1_2",0.999999999999948,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",20.4807315505737
"11pl1_1","11pj1_2",0.999999999999999,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",11.2076880494786
"11pl1_2","11pj1_2",0.999999999999922,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",13.2015205539392
"11pl1_4","11pj1_2",0.999999999999941,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",11.2467535211923
"11pl1_24","11pj1_2",1.00000000000003,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",8.54704789766072
"11pj1_4","11pj1_3",0.725176395909634,1920,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"PJ",20.2759367400565
"11pl1_1","11pj1_3",-0.74630678540252,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",11.122277162551
"11pl1_2","11pj1_3",-0.0753987043807541,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",13.420303594516
"11pl1_4","11pj1_3",-0.0281731571525994,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",10.6852286247129
"11pl1_24","11pj1_3",0.545734063405171,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",8.20768809445009
"11pl1_1","11pj1_4",-0.0123852378147981,1920,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"PJ",9.78741638617631
"11pl1_2","11pj1_4",-0.279595400637246,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PJ",33.6821149941258
"11pl1_4","11pj1_4",-0.0532243961165562,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PJ",20.5263055949407
"11pl1_24","11pj1_4",-0.201791842718179,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PJ",12.5197986868389
"11pj2_2","11pj2_1",0.530756057415152,1920,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"PJ",13.2410302176097
"11pl2_1","11pj2_1",0.441327001319507,1920,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",11.6347598833225
"11pl2_2","11pj2_1",0.0254088508474113,1920,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",13.2950931879169
"11pl2_1","11pj2_2",0.248797377854451,1920,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"PJ",2.27238007277057
"11pl2_2","11pj2_2",0.0316998664523691,1920,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PJ",14.330220758322
"11pj3_2","11pj3_1",-0.0565192747998029,1920,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"PJ",11.3241009566461
"11pj3_4","11pj3_1",0.0719145048017224,1920,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"PJ",7.71105793221397
"11pl3_1","11pj3_1",-0.0751444848632322,1920,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",7.51490820452764
"11pl3_3","11pj3_1",-0.038793028484357,1920,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",27.2938026254423
"11pj3_4","11pj3_2",0.410929193086805,1920,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"PJ",17.6259264610674
"11pl3_1","11pj3_2",0.295663891762153,1920,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",9.02621796151014
"11pl3_3","11pj3_2",-0.123993194420973,1920,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",24.475361352176
"11pl3_1","11pj3_4",0.481410366899397,1920,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"PJ",15.1940522910829
"11pl3_3","11pj3_4",0.12930060995167,1920,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PJ",34.6949125491163
"11pl1_2","11pl1_1",0.1113389822569,1920,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"PL",24.2866310031505
"11pl1_4","11pl1_1",0.107388760374788,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PL",15.337930576214
"11pl1_24","11pl1_1",0.44236272437428,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",5.4771642157588
"11pl1_4","11pl1_2",0.179743518880034,1920,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"PL",19.4788505586076
"11pl1_24","11pl1_2",0.396079274948958,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",21.5263673261321
"11pl1_24","11pl1_4",0.537366336891564,1920,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"PL",9.86143924908184
"11pl2_2","11pl2_1",-0.231708309621001,1920,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"PL",12.162908229116
"11pl3_3","11pl3_1",0.206582949540664,1920,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"PL",19.9690229162528
"12pl2_3","12pl2_2",-0.0560834316715478,1930,"sp","PL","San Jac","low",2,37.8,0.117647058823529,0.149895242957752,"sp",2,"PL",7.93327196629961
"12pp2_1","12pl2_2",0.226817580168078,1930,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",14.1885649874316
"12pp2_2","12pl2_2",0.0223948044114067,1930,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",4.75557594536568
"12pp2_7","12pl2_2",0.426996080174447,1930,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",12.4906905676812
"12pp2_8","12pl2_2",-0.118532867400699,1930,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",8.02387018908349
"12pp2_21","12pl2_2",-0.411320246753971,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",8.38976064715061
"12pp2_1","12pl2_3",0.155446978087325,1930,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",20.666400674175
"12pp2_2","12pl2_3",0.262096020125754,1930,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",5.54325699714612
"12pp2_7","12pl2_3",0.566541284600439,1930,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",17.6729527948922
"12pp2_8","12pl2_3",-0.222900994578809,1930,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",13.2537193913185
"12pp2_21","12pl2_3",0.135014696245051,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",0.538770290409013
"12pp1_3","12pp1_1",-0.63473217152935,1930,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PP",32.9091594760374
"12pp1_10","12pp1_1",0.205949358594994,1930,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",39.4464067680643
"12pp1_10","12pp1_3",0.709655909753322,1930,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",45.7576002090777
"12pp2_2","12pp2_1",0.175885542176279,1930,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PP",18.9441020213779
"12pp2_7","12pp2_1",0.116975915008806,1930,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",21.2694340549715
"12pp2_8","12pp2_1",0.214435786800469,1930,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",18.6707005033237
"12pp2_21","12pp2_1",0.43705515796533,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",20.9296626592675
"12pp2_7","12pp2_2",0.51822477552339,1930,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",12.137061273021
"12pp2_8","12pp2_2",0.506627732308493,1930,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",7.71660056315401
"12pp2_21","12pp2_2",-0.0561843632049545,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",6.08134746273876
"12pp2_8","12pp2_7",0.181801534998997,1930,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",4.58003329603454
"12pp2_21","12pp2_7",0.432064569522699,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",18.2093484332222
"12pp2_21","12pp2_8",0.197475918054224,1930,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",13.7924173010171
"12pp3_2","12pp3_1",-0.058270072867169,1930,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PP",13.6743438236203
"12pp3_3","12pp3_1",0.697286348918594,1930,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",13.0717459798191
"12pp3_3","12pp3_2",0.11125851911429,1930,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",4.60429329782946
"11ac1_3","11ac1_2",0.0918234737343397,1930,"bm","AC","San Jac","high",1,29.5,0.25,0.0562670611557167,"bm",1,"AC",37.4234884040972
"11ac1_4","11ac1_2",-0.111099562413497,1930,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",34.8212677246143
"11pj1_1","11ac1_2",-0.0231387780469527,1930,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",23.3828495303776
"11pj1_2","11ac1_2",0.159964793534469,1930,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",15.1273937634044
"11pj1_3","11ac1_2",-0.605829158402656,1930,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",15.2177125505902
"11pj1_4","11ac1_2",-0.0243719653849124,1930,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",35.3544566482919
"11pl1_1","11ac1_2",-0.05170119103947,1930,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",26.3312302395567
"11pl1_2","11ac1_2",0.094916353157256,1930,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",3.84189171770287
"11pl1_4","11ac1_2",0.304942765738622,1930,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",19.139350627974
"11pl1_24","11ac1_2",0.458547923109179,1930,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",22.9164779361224
"11ac1_4","11ac1_3",0.451217601949521,1930,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",24.1811469784998
"11pj1_1","11ac1_3",0.0569240051121524,1930,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",15.0396177303492
"11pj1_2","11ac1_3",-0.261674082708575,1930,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",25.6706761114622
"11pj1_3","11ac1_3",0.204580521095675,1930,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",26.0415881571691
"11pj1_4","11ac1_3",0.206495889826694,1930,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",24.361371228409
"11pl1_1","11ac1_3",0.106289892322335,1930,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",20.4919934913335
"11pl1_2","11ac1_3",0.035196363430273,1930,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.9024333437046
"11pl1_4","11ac1_3",0.793665605296137,1930,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",34.737186989637
"11pl1_24","11ac1_3",0.502629232990374,1930,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",25.4597547622279
"11pj1_1","11ac1_4",0.414298081771947,1930,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",18.0954310522258
"11pj1_2","11ac1_4",-0.0206483419799668,1930,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",19.9451874719861
"11pj1_3","11ac1_4",0.635198637660051,1930,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",19.7404481738393
"11pj1_4","11ac1_4",-0.157354957667404,1930,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",0.535566448373634
"11pl1_1","11ac1_4",0.461580348693018,1930,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",9.26897964238487
"11pl1_2","11ac1_4",0.440310650035805,1930,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.1465608648668
"11pl1_4","11ac1_4",0.502663841172088,1930,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",20.0707106488416
"11pl1_24","11ac1_4",0.294926873642751,1930,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",11.9938312307976
"11ac2_3","11ac2_1",0.56119524349638,1930,"bm","AC","San Jac","high",2,17.8,0.588235294117647,0.190436565549673,"bm",2,"AC",24.3630674408124
"11pj2_1","11ac2_1",0.172828292424733,1930,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",6.53875029552301
"11pj2_2","11ac2_1",0.553386868309113,1930,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",9.55692242318605
"11pl2_1","11ac2_1",0.455366677288637,1930,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",9.00467018219017
"11pl2_2","11ac2_1",-0.0834029073820676,1930,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",16.5579217899567
"11pj2_1","11ac2_3",0.43741911597278,1930,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",20.9324020158695
"11pj2_2","11ac2_3",0.569913872722565,1930,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",20.8855328990832
"11pl2_1","11ac2_3",0.344957637560225,1930,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",18.958399956388
"11pl2_2","11ac2_3",0.286186842002195,1930,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",7.83293565693589
"11pj3_1","11ac3_4",-0.0246823103940111,1930,"bm","PJ","San Jac","high",3,29,0.59375,0.594880531890123,"bm",3,"AC",24.1632977981781
"11pj3_2","11ac3_4",0.257695074293238,1930,"bm","PJ","San Jac","high",3,77.1,0.487179487179487,0.541051764974148,"bm",3,"AC",20.4564486939049
"11pj3_3","11ac3_4",-0.999999998369626,1930,"bm","PJ","San Jac","high",3,11,0.48,0.41467513364755,"bm",3,"AC",13.5099867794962
"11pj3_4","11ac3_4",0.0711869053273707,1930,"bm","PJ","San Jac","high",3,83,0.533333333333333,0.491333886169955,"bm",3,"AC",31.7396051649833
"11pj3_5","11ac3_4",0.525256053775692,1930,"bm","PJ","San Jac","high",3,23.9,0.513513513513513,0.464398858161792,"bm",3,"AC",26.0009175285975
"11pl3_1","11ac3_4",0.42270710586991,1930,"bm","PL","San Jac","high",3,121.5,0.0909090909090909,0.237927606278587,"bm",3,"AC",16.6880709900061
"11pl3_3","11ac3_4",0.433733402066355,1930,"bm","PL","San Jac","high",3,59.9,0.142857142857143,0.335423466758289,"bm",3,"AC",4.16232169807269
"11pj1_2","11pj1_1",0.130193939522693,1930,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"PJ",10.6402608727255
