".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t8pj3598__t8pl31",0.242712125343848,-0.13073293703644,0.553097143981417,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj3598__t8pl32",-0.011837270572471,-0.349994890528429,0.343263988764741,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t8pj3598__t8pl3604",0.00312132692712103,-0.362135031935052,0.356487113985382,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","pr",3,"pl","pj"
"rescor__t12pj11__t12pl11",0.244403080057158,-0.130703002955122,0.569907929447539,0.95,"median","qi","12pj11","pj","12pl11","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj11__t12pl12",0.483147588135582,0.126288070117099,0.73296594248017,0.95,"median","qi","12pj11","pj","12pl12","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj11__t12pl13",0.285055361323394,-0.0737281172778748,0.585723044987563,0.95,"median","qi","12pj11","pj","12pl13","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj11__t12pl14",0.0149611469193145,-0.355254226232769,0.362807486398156,0.95,"median","qi","12pj11","pj","12pl14","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj12__t12pl11",-0.0510639395073232,-0.407984168519434,0.309873046912958,0.95,"median","qi","12pj12","pj","12pl11","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj12__t12pl12",0.279495768400527,-0.0924808436497788,0.57527715639879,0.95,"median","qi","12pj12","pj","12pl12","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj12__t12pl13",0.392207930631517,0.0170658210762972,0.655056456417263,0.95,"median","qi","12pj12","pj","12pl13","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t12pj12__t12pl14",-0.0187144188008347,-0.376586380386513,0.343837028664255,0.95,"median","qi","12pj12","pj","12pl14","pl","pj-pl","inter","sp",1,"pl","pj"
"rescor__t11pl11__t11pl12",0.229907137718564,-0.00109950626823474,0.444413082648978,0.95,"median","qi","11pl11","pl","11pl12","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl11__t11pl124",0.252710272826825,0.0194369920149253,0.466229222096358,0.95,"median","qi","11pl11","pl","11pl124","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl11__t11pl14",0.271460298186313,0.0339504942554066,0.470751430177562,0.95,"median","qi","11pl11","pl","11pl14","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl12__t11pl124",0.289703224093045,0.0546972183916132,0.486709974689169,0.95,"median","qi","11pl12","pl","11pl124","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl12__t11pl14",0.0875042205948388,-0.146966567479351,0.3095038552028,0.95,"median","qi","11pl12","pl","11pl14","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl14__t11pl124",0.235196363956403,0.00326666701762813,0.441916366024384,0.95,"median","qi","11pl14","pl","11pl124","pl","pl-pl","intra","bm",1,"pl","self"
"rescor__t11pl21__t11pl22",0.497211156181283,0.156821758607222,0.717882991327688,0.95,"median","qi","11pl21","pl","11pl22","pl","pl-pl","intra","bm",2,"pl","self"
"rescor__t11pl31__t11pl33",0.552536242808374,0.286609194220474,0.729726156323813,0.95,"median","qi","11pl31","pl","11pl33","pl","pl-pl","intra","bm",3,"pl","self"
"rescor__t4pl11__t4pl1122",-0.139722649186051,-0.362853746258003,0.101054867069744,0.95,"median","qi","4pl11","pl","4pl1122","pl","pl-pl","intra","cm",1,"pl","self"
"rescor__t4pl11__t4pl12",0.233297229248382,-0.0113696594774668,0.444109851512258,0.95,"median","qi","4pl11","pl","4pl12","pl","pl-pl","intra","cm",1,"pl","self"
"rescor__t4pl12__t4pl1122",0.173013338326682,-0.0619118684233748,0.399854463701477,0.95,"median","qi","4pl12","pl","4pl1122","pl","pl-pl","intra","cm",1,"pl","self"
"rescor__t4pl31__t4pl31959",0.0659233846406653,-0.174840007190104,0.294456878995719,0.95,"median","qi","4pl31","pl","4pl31959","pl","pl-pl","intra","cm",3,"pl","self"
"rescor__t17pl11__t17pl12",0.621364253528004,0.409917406924546,0.773182815742628,0.95,"median","qi","17pl11","pl","17pl12","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl11__t17pl13",0.533297719947439,0.30902814181437,0.702891379076044,0.95,"median","qi","17pl11","pl","17pl13","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl11__t17pl14",0.15059227808838,-0.107503573216948,0.395564810600262,0.95,"median","qi","17pl11","pl","17pl14","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl12__t17pl13",0.138123563589959,-0.149124076695561,0.398720645391738,0.95,"median","qi","17pl12","pl","17pl13","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl12__t17pl14",-0.056413771201431,-0.318585152354982,0.201111543530068,0.95,"median","qi","17pl12","pl","17pl14","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl13__t17pl14",0.240604370788169,-0.0350043479201872,0.483355483371198,0.95,"median","qi","17pl13","pl","17pl14","pl","pl-pl","intra","lc",1,"pl","self"
"rescor__t17pl21__t17pl22",0.517229060427538,0.263909501345165,0.703046421037,0.95,"median","qi","17pl21","pl","17pl22","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t17pl21__t17pl23",0.481851800205344,0.209730414168044,0.683071927668795,0.95,"median","qi","17pl21","pl","17pl23","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t17pl21__t17pl24",0.45126135346307,0.162963018649393,0.660834256527433,0.95,"median","qi","17pl21","pl","17pl24","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t17pl22__t17pl23",0.633084930295875,0.390380384114647,0.782248571813545,0.95,"median","qi","17pl22","pl","17pl23","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t17pl22__t17pl24",0.480856632660409,0.212925781170676,0.678497795768969,0.95,"median","qi","17pl22","pl","17pl24","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t17pl23__t17pl24",0.37615011554425,0.0810009672655331,0.600339596976566,0.95,"median","qi","17pl23","pl","17pl24","pl","pl-pl","intra","lc",2,"pl","self"
"rescor__t18pl11__t18pl12",0.0598022868319115,-0.332503146081398,0.446606238964906,0.95,"median","qi","18pl11","pl","18pl12","pl","pl-pl","intra","pp",1,"pl","self"
"rescor__t18pl11__t18pl13",0.127547528859985,-0.302601946865615,0.506835194378583,0.95,"median","qi","18pl11","pl","18pl13","pl","pl-pl","intra","pp",1,"pl","self"
"rescor__t18pl12__t18pl13",0.296285535526029,-0.155281845208662,0.617697810289889,0.95,"median","qi","18pl12","pl","18pl13","pl","pl-pl","intra","pp",1,"pl","self"
"rescor__t8pl11__t8pl13150",0.54885653310717,0.198503659513701,0.76352319621655,0.95,"median","qi","8pl11","pl","8pl13150","pl","pl-pl","intra","pr",1,"pl","self"
"rescor__t8pl21__t8pl22",0.070228543996284,-0.202088810153354,0.318933758755501,0.95,"median","qi","8pl21","pl","8pl22","pl","pl-pl","intra","pr",2,"pl","self"
"rescor__t8pl21__t8pl23001",-0.0438631843746644,-0.304065771969823,0.22367038917546,0.95,"median","qi","8pl21","pl","8pl23001","pl","pl-pl","intra","pr",2,"pl","self"
"rescor__t8pl22__t8pl23001",0.64794942084864,0.43058729686967,0.786106413830679,0.95,"median","qi","8pl22","pl","8pl23001","pl","pl-pl","intra","pr",2,"pl","self"
"rescor__t8pl31__t8pl32",0.550158312474371,0.209187349145528,0.778208813264382,0.95,"median","qi","8pl31","pl","8pl32","pl","pl-pl","intra","pr",3,"pl","self"
"rescor__t8pl31__t8pl3604",0.218404624481204,-0.138024188371231,0.529022513330878,0.95,"median","qi","8pl31","pl","8pl3604","pl","pl-pl","intra","pr",3,"pl","self"
"rescor__t8pl32__t8pl3604",-0.0666100702628882,-0.424488150117504,0.302954252011207,0.95,"median","qi","8pl32","pl","8pl3604","pl","pl-pl","intra","pr",3,"pl","self"
"rescor__t12pl11__t12pl12",0.278195421022923,-0.0962930600964293,0.58484883251118,0.95,"median","qi","12pl11","pl","12pl12","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl11__t12pl13",-0.206473860700953,-0.524255049899444,0.160329657060622,0.95,"median","qi","12pl11","pl","12pl13","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl11__t12pl14",0.199605875021338,-0.185685722726307,0.534106745922507,0.95,"median","qi","12pl11","pl","12pl14","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl12__t12pl13",0.12548746032729,-0.238801723066928,0.451605699882372,0.95,"median","qi","12pl12","pl","12pl13","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl12__t12pl14",0.206486795395495,-0.167537552403873,0.54035153715699,0.95,"median","qi","12pl12","pl","12pl14","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl13__t12pl14",0.212089047411376,-0.156148865795144,0.528673697280475,0.95,"median","qi","12pl13","pl","12pl14","pl","pl-pl","intra","sp",1,"pl","self"
"rescor__t12pl21__t12pl22",0.235309422195133,-0.0723431286862014,0.498419896648706,0.95,"median","qi","12pl21","pl","12pl22","pl","pl-pl","intra","sp",2,"pl","self"
"rescor__t12pl21__t12pl23",0.00957018179049467,-0.295480982635167,0.31384511853374,0.95,"median","qi","12pl21","pl","12pl23","pl","pl-pl","intra","sp",2,"pl","self"
"rescor__t12pl22__t12pl23",0.00158930890064728,-0.306487160152807,0.310470459198935,0.95,"median","qi","12pl22","pl","12pl23","pl","pl-pl","intra","sp",2,"pl","self"
"rescor__t12pl31__t12pl32",0.289456170251716,-0.0318323450165446,0.534844830388535,0.95,"median","qi","12pl31","pl","12pl32","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl31__t12pl33",0.51259166019171,0.231519095114499,0.70925309590508,0.95,"median","qi","12pl31","pl","12pl33","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl31__t12pl34",0.213097161985962,-0.0908397033787058,0.47888144160968,0.95,"median","qi","12pl31","pl","12pl34","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl31__t12pl35",0.424789566392391,0.124487898166184,0.649630097045912,0.95,"median","qi","12pl31","pl","12pl35","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl32__t12pl33",0.423175941534726,0.143831547036822,0.643752490457989,0.95,"median","qi","12pl32","pl","12pl33","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl32__t12pl34",0.334530303444778,0.0183808004421623,0.582628538010641,0.95,"median","qi","12pl32","pl","12pl34","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl32__t12pl35",0.39308553326078,0.0919072544199386,0.624480724422275,0.95,"median","qi","12pl32","pl","12pl35","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl33__t12pl34",0.569601031788784,0.30227703587644,0.751331116538952,0.95,"median","qi","12pl33","pl","12pl34","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl33__t12pl35",0.623324603752078,0.383153856194288,0.787563838320603,0.95,"median","qi","12pl33","pl","12pl35","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t12pl34__t12pl35",0.528058341202968,0.246759916192741,0.721028386925362,0.95,"median","qi","12pl34","pl","12pl35","pl","pl-pl","intra","sp",3,"pl","self"
"rescor__t4pl21__t4pp21",0.196497809748695,0.00880149017570684,0.370075247000638,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,"pl","pp"
"rescor__t12pl11__t12pp11",-0.209978287720887,-0.55939978282278,0.197717575887728,0.95,"median","qi","12pl11","pl","12pp11","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl11__t12pp110",-0.0535329579662397,-0.394763168598108,0.312646313292888,0.95,"median","qi","12pl11","pl","12pp110","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl11__t12pp12",0.095792946785541,-0.245899603378192,0.420457736437401,0.95,"median","qi","12pl11","pl","12pp12","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl11__t12pp13",0.0480586180402734,-0.279443111768563,0.363486030916149,0.95,"median","qi","12pl11","pl","12pp13","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl12__t12pp11",-0.21431808505,-0.537483522735047,0.165523051960674,0.95,"median","qi","12pl12","pl","12pp11","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl12__t12pp110",-0.0262192512159195,-0.379666878848051,0.298495394840308,0.95,"median","qi","12pl12","pl","12pp110","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl12__t12pp12",0.43815232171817,0.072499173427886,0.679701343802795,0.95,"median","qi","12pl12","pl","12pp12","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl12__t12pp13",0.333153290373343,-0.0139742536374373,0.596174385479099,0.95,"median","qi","12pl12","pl","12pp13","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl13__t12pp11",0.0597308650815039,-0.299344440574178,0.412923403526162,0.95,"median","qi","12pl13","pl","12pp11","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl13__t12pp110",0.548610923677045,0.201534485163194,0.769341218871784,0.95,"median","qi","12pl13","pl","12pp110","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl13__t12pp12",0.40281846316827,0.0494634824414206,0.66333631992952,0.95,"median","qi","12pl13","pl","12pp12","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl13__t12pp13",0.455055024936228,0.106685550286781,0.701030694931519,0.95,"median","qi","12pl13","pl","12pp13","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl14__t12pp11",0.0118582606806459,-0.352113912516432,0.387056857831243,0.95,"median","qi","12pl14","pl","12pp11","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl14__t12pp110",0.26511989266567,-0.112252432276483,0.582034186454525,0.95,"median","qi","12pl14","pl","12pp110","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl14__t12pp12",0.311975824040553,-0.0697103576122621,0.607515015902976,0.95,"median","qi","12pl14","pl","12pp12","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl14__t12pp13",0.328998122089745,-0.031142606863037,0.599351845030037,0.95,"median","qi","12pl14","pl","12pp13","pp","pl-pp","inter","sp",1,"pl","pp"
"rescor__t12pl21__t12pp21",-0.0175035209984933,-0.332838149061497,0.298444238085187,0.95,"median","qi","12pl21","pl","12pp21","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl21__t12pp22",0.156842083783842,-0.155636979557893,0.441310261865457,0.95,"median","qi","12pl21","pl","12pp22","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl21__t12pp221",0.24230940614284,-0.0655225941766375,0.508744362732004,0.95,"median","qi","12pl21","pl","12pp221","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl21__t12pp27",-0.040941339473682,-0.351691859621716,0.264889145217638,0.95,"median","qi","12pl21","pl","12pp27","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl21__t12pp28",-0.0792813444706855,-0.372128708261625,0.229306864435917,0.95,"median","qi","12pl21","pl","12pp28","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl22__t12pp21",0.244302167469124,-0.0733831967636513,0.49659843900396,0.95,"median","qi","12pl22","pl","12pp21","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl22__t12pp22",0.556826388795768,0.277914660717749,0.747033558517312,0.95,"median","qi","12pl22","pl","12pp22","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl22__t12pp221",0.0189027071842222,-0.2782550553226,0.325340226936439,0.95,"median","qi","12pl22","pl","12pp221","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl22__t12pp27",0.127444030897735,-0.17740084319745,0.40321736213765,0.95,"median","qi","12pl22","pl","12pp27","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl22__t12pp28",0.40317988672648,0.102219491761565,0.635740779450413,0.95,"median","qi","12pl22","pl","12pp28","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl23__t12pp21",0.128193572343153,-0.196495327033774,0.427205172194991,0.95,"median","qi","12pl23","pl","12pp21","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl23__t12pp22",0.03503055130436,-0.2704286970774,0.329412405211868,0.95,"median","qi","12pl23","pl","12pp22","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl23__t12pp221",0.08906307169219,-0.237154133742665,0.396451647703357,0.95,"median","qi","12pl23","pl","12pp221","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl23__t12pp27",-0.0374847831714361,-0.35086028723885,0.276156586643815,0.95,"median","qi","12pl23","pl","12pp27","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl23__t12pp28",0.0463255987255365,-0.263777751715572,0.340440782172835,0.95,"median","qi","12pl23","pl","12pp28","pp","pl-pp","inter","sp",2,"pl","pp"
"rescor__t12pl31__t12pp31",0.241059185339204,-0.0714699068191002,0.505880996873951,0.95,"median","qi","12pl31","pl","12pp31","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl31__t12pp32",-0.0772514958942916,-0.364391424952239,0.220511826022236,0.95,"median","qi","12pl31","pl","12pp32","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl31__t12pp33",0.297446941416425,-0.0169122405394565,0.552423525633501,0.95,"median","qi","12pl31","pl","12pp33","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl32__t12pp31",-0.150992872372904,-0.446836951036312,0.154758205795253,0.95,"median","qi","12pl32","pl","12pp31","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl32__t12pp32",-0.0918892265851725,-0.381121080273149,0.224589907275092,0.95,"median","qi","12pl32","pl","12pp32","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl32__t12pp33",-0.14244166410933,-0.420710732639573,0.160314282827975,0.95,"median","qi","12pl32","pl","12pp33","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl33__t12pp31",0.0793047194022014,-0.212894832025145,0.36221726316517,0.95,"median","qi","12pl33","pl","12pp31","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl33__t12pp32",0.0812571050256707,-0.220917351812147,0.363865816813479,0.95,"median","qi","12pl33","pl","12pp32","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl33__t12pp33",0.324963261502574,0.0391100219468449,0.561551508494641,0.95,"median","qi","12pl33","pl","12pp33","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl34__t12pp31",0.165213794120136,-0.141905739243627,0.436314317182393,0.95,"median","qi","12pl34","pl","12pp31","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl34__t12pp32",0.0892401032435116,-0.233135570788749,0.382612601422168,0.95,"median","qi","12pl34","pl","12pp32","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl34__t12pp33",0.119774182146171,-0.183997253923711,0.396621310435499,0.95,"median","qi","12pl34","pl","12pp33","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl35__t12pp31",0.0527277359540186,-0.2356560006029,0.345303396475483,0.95,"median","qi","12pl35","pl","12pp31","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl35__t12pp32",-0.0382516734797834,-0.329780526993206,0.253182111927718,0.95,"median","qi","12pl35","pl","12pp32","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t12pl35__t12pp33",-0.0487164908691031,-0.339635703176696,0.243831580835918,0.95,"median","qi","12pl35","pl","12pp33","pp","pl-pp","inter","sp",3,"pl","pp"
"rescor__t4ac21__t4pp21",0.383179155867461,0.212820998184768,0.535350675117169,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,"pp","ac"
"rescor__t4ac21924__t4pp21",0.298047325747424,0.123577050929729,0.455279904427798,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,"pp","ac"
"rescor__t4ac22__t4pp21",0.141337051917245,-0.044870471316851,0.311863367329004,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,"pp","ac"
"rescor__t4ac23__t4pp21",0.0518601127071644,-0.132574633137244,0.242070348224377,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,"pp","ac"
"rescor__t12ac21__t12pp21",0.146444802933698,-0.157559124979232,0.41659267221623,0.95,"median","qi","12ac21","ac","12pp21","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac21__t12pp22",-0.0244193765893604,-0.306018413175871,0.270814394914166,0.95,"median","qi","12ac21","ac","12pp22","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac21__t12pp221",-0.132903076627257,-0.424797887332541,0.170605349092321,0.95,"median","qi","12ac21","ac","12pp221","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac21__t12pp27",-0.337239430379513,-0.580083501061227,-0.0231103938670642,0.95,"median","qi","12ac21","ac","12pp27","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac21__t12pp28",-0.136180447994102,-0.406312702975929,0.160209487442811,0.95,"median","qi","12ac21","ac","12pp28","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac212__t12pp21",0.0620999265822833,-0.237156265281403,0.360187086942253,0.95,"median","qi","12ac212","ac","12pp21","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac212__t12pp22",0.111595737394742,-0.193261709392187,0.393226837536399,0.95,"median","qi","12ac212","ac","12pp22","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac212__t12pp221",0.0613884419990133,-0.247133971105668,0.365107413009317,0.95,"median","qi","12ac212","ac","12pp221","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac212__t12pp27",-0.348886745606821,-0.599306598460119,-0.0426995312696773,0.95,"median","qi","12ac212","ac","12pp27","pp","ac-pp","inter","sp",2,"pp","ac"
"rescor__t12ac212__t12pp28",0.0216684365452135,-0.274496050107442,0.306942806503175,0.95,"median","qi","12ac212","ac","12pp28","pp","ac-pp","inter","sp",2,"pp","ac"
